order_id,order_item_id,product_id,seller_id,quantity,selling_price,discount_percent,item_revenue,freight_value
ORD00269,2,PROD0018,SELL034,4,33588.29,0,134353.16,481.24
ORD00270,1,PROD0049,SELL019,1,30836.78,0,30836.78,418.34
ORD00271,1,PROD0016,SELL019,1,31531.66,5,31531.66,353.29
ORD00272,1,PROD0089,SELL008,1,16384.14,10,16384.14,38.25
ORD00273,1,PROD0007,SELL005,1,4859.3,10,4859.3,116.13
ORD00273,2,PROD0038,SELL007,1,18854.58,0,18854.58,181.63
ORD00273,3,PROD0068,SELL021,2,14607.24,10,29214.48,171.5
ORD00274,1,PROD0021,SELL007,1,45192.14,5,45192.14,420.84
ORD00275,1,PROD0015,SELL031,1,6557.45,10,6557.45,95.34
ORD00275,2,PROD0017,SELL029,2,14869.11,5,29738.22,388.89
ORD00275,3,PROD0003,SELL022,1,30846.67,0,30846.67,379.9
ORD00276,1,PROD0010,SELL031,2,18353.92,0,36707.84,80.67
ORD00276,2,PROD0003,SELL033,1,29304.34,5,29304.34,457.01
ORD00277,1,PROD0019,SELL018,3,45644.29,0,136932.87,105.46
ORD00278,1,PROD0092,SELL013,3,20687.06,0,62061.18,384.39
ORD00279,1,PROD0014,SELL012,2,34956.53,20,69913.06,229.32
ORD00280,1,PROD0093,SELL003,1,6160.76,5,6160.76,210.85
ORD00281,1,PROD0061,SELL024,1,19041.31,20,19041.31,261.07
ORD00281,2,PROD0087,SELL007,1,37749.58,5,37749.58,347.96
ORD00282,1,PROD0016,SELL032,1,29872.1,10,29872.1,303.5
ORD00282,2,PROD0030,SELL018,2,32750.13,15,65500.26,473.32
ORD00282,3,PROD0055,SELL023,1,28355.2,10,28355.2,220.09
ORD00282,4,PROD0093,SELL032,1,6485.01,0,6485.01,243.68
ORD00283,1,PROD0049,SELL021,1,27753.1,10,27753.1,75.28
ORD00283,2,PROD0078,SELL005,2,25261.1,5,50522.2,261.33
ORD00283,3,PROD0087,SELL030,1,35762.76,10,35762.76,260.42
ORD00284,1,PROD0057,SELL003,1,39483.51,5,39483.51,434.37
ORD00284,2,PROD0059,SELL020,2,2089.94,0,4179.88,232.42
ORD00285,1,PROD0065,SELL026,1,46258.11,5,46258.11,207.56
ORD00285,2,PROD0008,SELL023,2,25351.31,0,50702.62,58.87
ORD00286,1,PROD0008,SELL016,1,22816.18,10,22816.18,308.49
ORD00287,1,PROD0054,SELL018,1,37504.93,5,37504.93,40.45
ORD00288,1,PROD0044,SELL040,1,24433.42,20,24433.42,124.83
ORD00288,2,PROD0022,SELL005,2,10944.49,5,21888.98,165.06
ORD00289,1,PROD0044,SELL018,1,25960.51,15,25960.51,253.38
ORD00290,1,PROD0080,SELL033,1,22569.7,10,22569.7,114.88
ORD00291,1,PROD0069,SELL028,3,13948.35,10,41845.05,58.14
ORD00291,2,PROD0079,SELL013,1,12668.18,0,12668.18,100.72
ORD00291,3,PROD0099,SELL020,2,12081.73,5,24163.46,434.29
ORD00292,1,PROD0025,SELL002,1,25468.56,15,25468.56,248.16
ORD00293,1,PROD0023,SELL003,3,40147.29,5,120441.87,39.36
ORD00294,1,PROD0018,SELL008,1,31908.88,5,31908.88,86.7
ORD00294,2,PROD0031,SELL038,3,17916.62,15,53749.86,148.35
ORD00295,1,PROD0019,SELL007,1,36515.43,20,36515.43,236.55
ORD00296,1,PROD0019,SELL031,2,38797.65,15,77595.3,39.9
ORD00296,2,PROD0047,SELL039,1,26943.99,10,26943.99,405.5
ORD00297,1,PROD0088,SELL016,2,37672.51,5,75345.02,457.6
ORD00297,2,PROD0016,SELL026,3,28212.54,15,84637.62,171.42
ORD00297,3,PROD0069,SELL016,1,13173.44,15,13173.44,105.31
ORD00298,1,PROD0043,SELL028,2,11034.89,15,22069.78,417.47
ORD00299,1,PROD0083,SELL009,1,6351.21,0,6351.21,173.61
ORD00300,1,PROD0042,SELL013,1,21439.52,5,21439.52,214.94
ORD00300,2,PROD0037,SELL025,3,39559.83,15,118679.49,135.51
ORD00301,1,PROD0055,SELL039,1,31505.78,0,31505.78,202.92
ORD00302,1,PROD0035,SELL032,1,43024.53,5,43024.53,127.1
ORD00302,2,PROD0037,SELL014,4,46540.98,0,186163.92,348.28
ORD00303,1,PROD0011,SELL001,1,32962.68,15,32962.68,487.97
ORD00304,1,PROD0046,SELL039,3,31797.18,20,95391.54,311.17
ORD00305,1,PROD0034,SELL011,1,12267.1,15,12267.1,442.61
ORD00306,1,PROD0096,SELL028,1,35369.94,15,35369.94,318.08
ORD00306,2,PROD0047,SELL017,1,28440.88,5,28440.88,107.54
ORD00307,1,PROD0091,SELL030,1,16046.77,20,16046.77,465.79
ORD00308,1,PROD0037,SELL012,2,41886.88,10,83773.76,416.61
ORD00309,1,PROD0043,SELL002,1,10385.78,20,10385.78,87.34
ORD00310,1,PROD0081,SELL018,1,13273.39,0,13273.39,485.79
ORD00311,1,PROD0008,SELL005,1,22816.18,10,22816.18,73.5
ORD00312,1,PROD0084,SELL008,1,38215.39,15,38215.39,375.87
ORD00312,2,PROD0020,SELL020,3,22992.57,10,68977.71,198.75
ORD00313,1,PROD0079,SELL028,1,12668.18,0,12668.18,271.27
ORD00313,2,PROD0024,SELL030,2,39791.87,10,79583.74,365.41
ORD00314,1,PROD0088,SELL028,1,39655.27,0,39655.27,65.97
ORD00314,2,PROD0039,SELL003,1,10849.76,5,10849.76,224.12
ORD00314,3,PROD0032,SELL030,2,41497.76,5,82995.52,149.09
ORD00314,4,PROD0067,SELL017,1,3758.96,10,3758.96,37.65
ORD00315,1,PROD0086,SELL029,1,14695.52,0,14695.52,484.36
ORD00316,1,PROD0059,SELL026,2,1671.95,20,3343.9,312.89
ORD00317,1,PROD0025,SELL002,1,26966.71,10,26966.71,335.38
ORD00318,1,PROD0095,SELL032,1,32680.07,15,32680.07,305.06
ORD00318,2,PROD0090,SELL013,1,5700.2,15,5700.2,214.11
ORD00318,3,PROD0057,SELL022,1,37405.43,10,37405.43,365.15
ORD00319,1,PROD0076,SELL040,3,1581.99,15,4745.97,437.79
ORD00320,1,PROD0080,SELL023,1,23823.57,5,23823.57,105.83
ORD00321,1,PROD0017,SELL019,2,14869.11,5,29738.22,225.92
ORD00322,1,PROD0026,SELL011,1,36128.85,0,36128.85,225.51
ORD00323,1,PROD0005,SELL022,1,40927.72,10,40927.72,86.72
ORD00323,2,PROD0009,SELL015,1,39641.24,20,39641.24,398.9
ORD00324,1,PROD0007,SELL029,2,4319.38,20,8638.76,385.21
ORD00325,1,PROD0047,SELL011,2,26943.99,10,53887.98,388.12
ORD00326,1,PROD0054,SELL001,1,33557.04,15,33557.04,190.42
ORD00327,1,PROD0018,SELL027,3,28550.05,15,85650.15,477.37
ORD00327,2,PROD0055,SELL034,2,29930.49,5,59860.98,43.99
ORD00328,1,PROD0005,SELL010,3,45475.24,0,136425.72,326.86
ORD00329,1,PROD0045,SELL001,2,12947.43,15,25894.86,316.89
ORD00330,1,PROD0039,SELL006,1,11420.8,0,11420.8,370.8
ORD00331,1,PROD0004,SELL035,1,27827.24,0,27827.24,393.85
ORD00332,1,PROD0016,SELL020,1,33191.22,0,33191.22,189.32
ORD00332,2,PROD0058,SELL016,2,25343.09,20,50686.18,295.83
ORD00333,1,PROD0049,SELL034,2,30836.78,0,61673.56,272.73
ORD00334,1,PROD0017,SELL031,1,15651.7,0,15651.7,348.11
ORD00335,1,PROD0054,SELL011,1,39478.87,0,39478.87,364.24
ORD00336,1,PROD0016,SELL008,1,31531.66,5,31531.66,48.93
ORD00336,2,PROD0078,SELL010,1,26590.63,0,26590.63,206.0
ORD00336,3,PROD0053,SELL019,1,44151.04,10,44151.04,96.81
ORD00337,1,PROD0054,SELL037,1,37504.93,5,37504.93,188.78
ORD00337,2,PROD0062,SELL025,1,13035.62,10,13035.62,314.68
ORD00338,1,PROD0030,SELL026,1,38529.57,0,38529.57,345.11
ORD00339,1,PROD0072,SELL006,1,3584.97,10,3584.97,301.12
ORD00340,1,PROD0027,SELL016,2,41213.98,15,82427.96,302.39
ORD00341,1,PROD0049,SELL017,1,24669.42,20,24669.42,284.64
ORD00342,1,PROD0008,SELL020,1,25351.31,0,25351.31,224.03
ORD00343,1,PROD0050,SELL018,1,31637.35,5,31637.35,221.33
ORD00343,2,PROD0015,SELL031,1,6557.45,10,6557.45,459.46
ORD00344,1,PROD0082,SELL033,1,39855.33,20,39855.33,205.45
ORD00345,1,PROD0038,SELL011,1,16026.39,15,16026.39,256.63
ORD00345,2,PROD0084,SELL039,1,40463.35,10,40463.35,499.64
ORD00346,1,PROD0018,SELL036,4,28550.05,15,114200.2,129.1
ORD00346,2,PROD0093,SELL033,3,6485.01,0,19455.03,350.59
ORD00347,1,PROD0003,SELL009,1,30846.67,0,30846.67,253.97
ORD00348,1,PROD0086,SELL029,2,13960.74,5,27921.48,412.01
ORD00349,1,PROD0036,SELL023,1,40233.95,15,40233.95,323.86
ORD00350,1,PROD0082,SELL026,1,49819.16,0,49819.16,265.15
ORD00351,1,PROD0030,SELL034,2,38529.57,0,77059.14,428.4
ORD00352,1,PROD0087,SELL004,2,39736.4,0,79472.8,426.84
ORD00353,1,PROD0058,SELL021,1,31678.86,0,31678.86,68.45
ORD00354,1,PROD0062,SELL028,2,13759.82,5,27519.64,324.36
ORD00355,1,PROD0057,SELL007,1,39483.51,5,39483.51,70.2
ORD00356,1,PROD0008,SELL036,1,21548.61,15,21548.61,218.79
ORD00357,1,PROD0087,SELL002,1,39736.4,0,39736.4,120.47
ORD00358,1,PROD0024,SELL016,1,44213.19,0,44213.19,90.01
ORD00359,1,PROD0048,SELL001,1,11057.78,10,11057.78,97.96
ORD00360,1,PROD0009,SELL022,1,47073.97,5,47073.97,355.17
ORD00361,1,PROD0006,SELL015,3,27314.14,10,81942.42,355.81
ORD00361,2,PROD0064,SELL030,1,37229.56,0,37229.56,375.26
ORD00362,1,PROD0038,SELL029,1,17911.85,5,17911.85,389.8
ORD00363,1,PROD0023,SELL017,3,42260.31,0,126780.93,348.4
ORD00364,1,PROD0068,SELL040,2,13795.73,15,27591.46,60.73
ORD00365,1,PROD0032,SELL040,1,37129.57,15,37129.57,168.27
ORD00365,2,PROD0006,SELL010,1,30349.04,0,30349.04,403.94
ORD00365,3,PROD0098,SELL009,2,37909.83,20,75819.66,446.34
ORD00366,1,PROD0060,SELL012,1,15153.35,5,15153.35,356.42
ORD00367,1,PROD0028,SELL020,1,11297.07,5,11297.07,103.89
ORD00368,1,PROD0055,SELL029,1,29930.49,5,29930.49,408.12
ORD00369,1,PROD0083,SELL006,2,5398.53,15,10797.06,76.25
ORD00370,1,PROD0078,SELL009,4,23931.57,10,95726.28,377.72
ORD00371,1,PROD0020,SELL014,1,24269.93,5,24269.93,399.41
ORD00371,2,PROD0051,SELL030,2,45297.74,5,90595.48,402.2
ORD00371,3,PROD0030,SELL021,2,36603.09,5,73206.18,472.71
ORD00371,4,PROD0093,SELL027,1,6160.76,5,6160.76,292.47
ORD00372,1,PROD0100,SELL035,1,6153.36,5,6153.36,296.76
ORD00373,1,PROD0051,SELL005,1,47681.83,0,47681.83,81.06
ORD00374,1,PROD0024,SELL013,1,35370.55,20,35370.55,163.39
ORD00375,1,PROD0015,SELL009,1,6921.76,5,6921.76,62.32
ORD00376,1,PROD0040,SELL038,1,35659.07,10,35659.07,245.71
ORD00377,1,PROD0063,SELL030,1,13842.53,0,13842.53,72.82
ORD00378,1,PROD0054,SELL012,2,35530.98,10,71061.96,245.18
ORD00378,2,PROD0032,SELL012,2,43681.85,0,87363.7,358.36
ORD00379,1,PROD0028,SELL027,4,11297.07,5,45188.28,497.8
ORD00379,2,PROD0064,SELL005,2,35368.08,5,70736.16,396.37
ORD00380,1,PROD0052,SELL013,1,1261.63,0,1261.63,83.9
ORD00381,1,PROD0036,SELL011,1,47334.06,0,47334.06,77.24
ORD00382,1,PROD0087,SELL035,1,35762.76,10,35762.76,423.16
ORD00383,1,PROD0026,SELL016,1,36128.85,0,36128.85,72.95
ORD00384,1,PROD0086,SELL011,1,13960.74,5,13960.74,413.34
ORD00384,2,PROD0022,SELL021,1,11520.52,0,11520.52,127.35
ORD00385,1,PROD0002,SELL025,1,3080.28,0,3080.28,339.24
ORD00386,1,PROD0073,SELL017,3,45268.71,5,135806.13,491.27
ORD00386,2,PROD0022,SELL025,2,9216.42,20,18432.84,356.05
ORD00387,1,PROD0095,SELL015,1,34602.43,10,34602.43,36.25
ORD00388,1,PROD0048,SELL032,1,12286.42,0,12286.42,126.06
ORD00389,1,PROD0054,SELL019,2,39478.87,0,78957.74,374.45
ORD00390,1,PROD0063,SELL005,3,13842.53,0,41527.59,496.25
ORD00391,1,PROD0032,SELL012,1,43681.85,0,43681.85,300.92
ORD00391,2,PROD0055,SELL013,1,28355.2,10,28355.2,67.61
ORD00392,1,PROD0003,SELL025,1,30846.67,0,30846.67,456.03
ORD00392,2,PROD0098,SELL020,1,47387.29,0,47387.29,371.52
ORD00393,1,PROD0025,SELL001,1,28464.86,5,28464.86,370.91
ORD00394,1,PROD0005,SELL008,1,43201.48,5,43201.48,121.29
ORD00395,1,PROD0055,SELL016,1,31505.78,0,31505.78,412.17
ORD00396,1,PROD0085,SELL011,1,30127.53,10,30127.53,332.87
ORD00397,1,PROD0069,SELL025,1,13948.35,10,13948.35,383.66
ORD00398,1,PROD0096,SELL020,1,41611.69,0,41611.69,261.11
ORD00398,2,PROD0051,SELL007,1,42913.65,10,42913.65,276.73
ORD00399,1,PROD0015,SELL029,1,7286.06,0,7286.06,124.44
ORD00400,1,PROD0011,SELL019,1,38779.62,0,38779.62,60.2
ORD00401,1,PROD0013,SELL025,1,11509.05,20,11509.05,387.84
ORD00401,2,PROD0028,SELL032,1,11891.65,0,11891.65,231.84
ORD00401,3,PROD0067,SELL024,2,4176.62,0,8353.24,178.16
ORD00401,4,PROD0001,SELL016,3,22941.01,10,68823.03,207.86
ORD00402,1,PROD0016,SELL034,1,29872.1,10,29872.1,413.07
ORD00403,1,PROD0003,SELL024,2,24677.34,20,49354.68,375.83
ORD00403,2,PROD0082,SELL029,1,47328.2,5,47328.2,377.43
ORD00404,1,PROD0092,SELL003,1,18618.35,10,18618.35,171.63
ORD00404,2,PROD0065,SELL036,4,46258.11,5,185032.44,451.31
ORD00405,1,PROD0042,SELL025,2,22567.92,0,45135.84,151.09
ORD00406,1,PROD0043,SELL037,2,11684.0,10,23368.0,332.67
ORD00406,2,PROD0029,SELL025,3,16695.08,10,50085.24,370.76
ORD00407,1,PROD0076,SELL013,2,1861.17,0,3722.34,202.84
ORD00408,1,PROD0041,SELL009,1,31391.62,10,31391.62,134.41
ORD00408,2,PROD0099,SELL026,1,10809.97,15,10809.97,178.49
ORD00408,3,PROD0047,SELL019,2,28440.88,5,56881.76,244.22
ORD00409,1,PROD0062,SELL014,1,13035.62,10,13035.62,207.05
ORD00409,2,PROD0081,SELL022,1,11946.05,10,11946.05,428.59
ORD00410,1,PROD0071,SELL031,4,27754.97,10,111019.88,213.8
ORD00410,2,PROD0051,SELL034,2,47681.83,0,95363.66,463.84
ORD00410,3,PROD0044,SELL036,1,30541.78,0,30541.78,383.57
ORD00410,4,PROD0055,SELL038,2,31505.78,0,63011.56,469.25
ORD00411,1,PROD0047,SELL037,1,26943.99,10,26943.99,433.46
ORD00412,1,PROD0066,SELL022,1,36987.56,20,36987.56,324.68
ORD00413,1,PROD0086,SELL006,2,12491.19,15,24982.38,335.65
ORD00413,2,PROD0085,SELL018,1,31801.28,5,31801.28,35.45
ORD00414,1,PROD0076,SELL025,1,1675.05,10,1675.05,233.82
ORD00414,2,PROD0024,SELL037,1,44213.19,0,44213.19,365.47
ORD00415,1,PROD0069,SELL008,2,15498.17,0,30996.34,339.53
ORD00415,2,PROD0092,SELL008,1,19652.71,5,19652.71,114.57
ORD00416,1,PROD0097,SELL003,1,8307.86,0,8307.86,170.33
ORD00417,1,PROD0057,SELL009,1,37405.43,10,37405.43,275.65
ORD00418,1,PROD0018,SELL036,1,31908.88,5,31908.88,90.39
ORD00418,2,PROD0078,SELL040,1,25261.1,5,25261.1,152.52
ORD00419,1,PROD0090,SELL024,1,6035.51,10,6035.51,270.37
ORD00419,2,PROD0083,SELL011,1,6351.21,0,6351.21,496.45
ORD00419,3,PROD0025,SELL028,1,23970.41,20,23970.41,146.32
ORD00419,4,PROD0092,SELL018,1,20687.06,0,20687.06,287.73
ORD00420,1,PROD0014,SELL008,1,39326.09,10,39326.09,174.08
ORD00421,1,PROD0050,SELL035,1,28307.1,15,28307.1,219.25
ORD00421,2,PROD0024,SELL038,1,44213.19,0,44213.19,271.38
ORD00421,3,PROD0045,SELL010,2,15232.27,0,30464.54,296.75
ORD00422,1,PROD0046,SELL030,1,39746.48,0,39746.48,231.05
ORD00423,1,PROD0012,SELL006,1,3529.11,0,3529.11,74.01
ORD00424,1,PROD0087,SELL035,2,37749.58,5,75499.16,319.65
ORD00425,1,PROD0068,SELL003,1,12984.22,20,12984.22,347.03
ORD00425,2,PROD0088,SELL034,3,39655.27,0,118965.81,202.51
ORD00425,3,PROD0078,SELL009,1,21272.5,20,21272.5,228.68
ORD00426,1,PROD0073,SELL014,3,40503.58,15,121510.74,480.79
ORD00426,2,PROD0051,SELL033,2,47681.83,0,95363.66,247.64
ORD00427,1,PROD0002,SELL007,1,3080.28,0,3080.28,278.68
ORD00428,1,PROD0024,SELL035,2,44213.19,0,88426.38,236.13
ORD00429,1,PROD0096,SELL022,3,41611.69,0,124835.07,123.53
ORD00430,1,PROD0052,SELL025,1,1009.3,20,1009.3,402.58
ORD00430,2,PROD0065,SELL009,1,46258.11,5,46258.11,390.67
ORD00431,1,PROD0094,SELL033,1,23425.2,0,23425.2,84.06
ORD00432,1,PROD0025,SELL038,1,29963.01,0,29963.01,86.62
ORD00433,1,PROD0090,SELL015,1,6370.81,5,6370.81,58.83
ORD00434,1,PROD0007,SELL021,1,5129.26,5,5129.26,456.99
ORD00435,1,PROD0043,SELL024,2,12333.11,5,24666.22,314.22
ORD00435,2,PROD0047,SELL016,2,29937.77,0,59875.54,210.5
ORD00436,1,PROD0070,SELL040,1,31109.22,10,31109.22,495.13
ORD00437,1,PROD0072,SELL024,1,3584.97,10,3584.97,458.1
ORD00437,2,PROD0045,SELL005,1,14470.66,5,14470.66,477.65
ORD00438,1,PROD0064,SELL035,2,29783.65,20,59567.3,107.79
ORD00438,2,PROD0088,SELL033,1,35689.74,10,35689.74,218.4
ORD00439,1,PROD0038,SELL018,1,18854.58,0,18854.58,51.44
ORD00439,2,PROD0091,SELL016,1,18052.61,10,18052.61,472.76
ORD00440,1,PROD0042,SELL036,1,22567.92,0,22567.92,452.22
ORD00440,2,PROD0011,SELL019,1,38779.62,0,38779.62,413.48
ORD00440,3,PROD0091,SELL023,1,16046.77,20,16046.77,113.07
ORD00441,1,PROD0027,SELL029,1,48487.03,0,48487.03,303.38
ORD00442,1,PROD0064,SELL012,1,31645.13,15,31645.13,112.77
ORD00443,1,PROD0078,SELL013,1,26590.63,0,26590.63,145.27
ORD00444,1,PROD0003,SELL008,2,27762.0,10,55524.0,332.91
ORD00445,1,PROD0018,SELL031,2,28550.05,15,57100.1,413.27
ORD00446,1,PROD0066,SELL027,1,39299.28,15,39299.28,41.28
ORD00447,1,PROD0014,SELL019,1,39326.09,10,39326.09,85.62
ORD00448,1,PROD0020,SELL020,1,25547.3,0,25547.3,441.44
ORD00449,1,PROD0062,SELL005,1,13759.82,5,13759.82,371.55
ORD00450,1,PROD0043,SELL016,1,12333.11,5,12333.11,283.21
ORD00450,2,PROD0018,SELL032,1,28550.05,15,28550.05,210.77
ORD00451,1,PROD0018,SELL008,1,33588.29,0,33588.29,428.91
ORD00452,1,PROD0027,SELL015,1,48487.03,0,48487.03,482.16
ORD00453,1,PROD0021,SELL002,1,47570.67,0,47570.67,145.17
ORD00454,1,PROD0061,SELL022,1,21421.48,10,21421.48,36.21
ORD00454,2,PROD0053,SELL008,1,41698.2,15,41698.2,45.1
ORD00454,3,PROD0093,SELL012,1,6485.01,0,6485.01,421.36
ORD00455,1,PROD0021,SELL018,3,45192.14,5,135576.42,489.63
ORD00456,1,PROD0062,SELL026,2,14484.02,0,28968.04,407.57
ORD00456,2,PROD0041,SELL028,1,34879.58,0,34879.58,66.57
ORD00457,1,PROD0040,SELL013,1,35659.07,10,35659.07,45.21
ORD00458,1,PROD0040,SELL001,4,35659.07,10,142636.28,480.61
ORD00459,1,PROD0100,SELL010,1,5829.5,10,5829.5,254.17
ORD00460,1,PROD0019,SELL011,4,43362.08,5,173448.32,496.37
ORD00460,2,PROD0099,SELL039,2,10809.97,15,21619.94,190.47
ORD00461,1,PROD0020,SELL037,1,24269.93,5,24269.93,408.22
ORD00462,1,PROD0036,SELL037,1,47334.06,0,47334.06,114.22
ORD00463,1,PROD0037,SELL026,1,41886.88,10,41886.88,349.87
ORD00464,1,PROD0006,SELL016,2,28831.59,5,57663.18,102.64
ORD00464,2,PROD0080,SELL007,1,25077.44,0,25077.44,217.66
ORD00464,3,PROD0083,SELL005,1,5398.53,15,5398.53,344.5
ORD00464,4,PROD0008,SELL023,1,22816.18,10,22816.18,453.06
ORD00465,1,PROD0090,SELL031,1,6370.81,5,6370.81,286.19
ORD00466,1,PROD0028,SELL028,1,10702.49,10,10702.49,69.29
ORD00466,2,PROD0007,SELL005,1,5399.22,0,5399.22,440.67
ORD00466,3,PROD0003,SELL029,2,29304.34,5,58608.68,344.73
ORD00467,1,PROD0062,SELL011,3,13759.82,5,41279.46,458.92
ORD00467,2,PROD0061,SELL037,1,23801.64,0,23801.64,398.04
ORD00467,3,PROD0069,SELL039,1,13948.35,10,13948.35,301.89
ORD00468,1,PROD0087,SELL017,1,39736.4,0,39736.4,241.76
ORD00468,2,PROD0053,SELL009,1,44151.04,10,44151.04,301.84
ORD00469,1,PROD0025,SELL037,3,28464.86,5,85394.58,200.98
ORD00470,1,PROD0098,SELL022,1,47387.29,0,47387.29,231.34
ORD00471,1,PROD0013,SELL006,1,12947.68,10,12947.68,223.3
ORD00471,2,PROD0012,SELL032,2,3176.2,10,6352.4,286.02
ORD00471,3,PROD0014,SELL029,1,37141.31,15,37141.31,343.82
ORD00472,1,PROD0060,SELL026,1,15153.35,5,15153.35,135.25
ORD00472,2,PROD0053,SELL019,1,44151.04,10,44151.04,174.48
ORD00473,1,PROD0067,SELL039,1,4176.62,0,4176.62,298.93
ORD00473,2,PROD0095,SELL028,1,30757.71,20,30757.71,120.55
ORD00474,1,PROD0041,SELL034,1,34879.58,0,34879.58,363.71
ORD00475,1,PROD0081,SELL038,1,11946.05,10,11946.05,285.53
ORD00476,1,PROD0025,SELL035,2,26966.71,10,53933.42,409.34
ORD00477,1,PROD0077,SELL008,1,18757.67,0,18757.67,450.46
ORD00478,1,PROD0027,SELL027,1,48487.03,0,48487.03,456.9
ORD00479,1,PROD0079,SELL039,1,12668.18,0,12668.18,378.6
ORD00480,1,PROD0018,SELL015,1,30229.46,10,30229.46,89.49
ORD00481,1,PROD0033,SELL018,3,27838.4,0,83515.2,402.78
ORD00481,2,PROD0023,SELL038,1,38034.28,10,38034.28,478.27
ORD00481,3,PROD0026,SELL032,1,34322.41,5,34322.41,310.27
ORD00482,1,PROD0005,SELL033,1,43201.48,5,43201.48,313.82
ORD00483,1,PROD0046,SELL005,1,37759.16,5,37759.16,98.17
ORD00483,2,PROD0032,SELL021,1,43681.85,0,43681.85,35.12
ORD00484,1,PROD0092,SELL039,3,17584.0,15,52752.0,345.53
ORD00485,1,PROD0054,SELL039,1,37504.93,5,37504.93,300.91
ORD00485,2,PROD0016,SELL019,1,29872.1,10,29872.1,300.61
ORD00485,3,PROD0058,SELL001,3,31678.86,0,95036.58,425.57
ORD00485,4,PROD0022,SELL026,1,10944.49,5,10944.49,277.93
ORD00486,1,PROD0079,SELL004,1,11401.36,10,11401.36,243.65
ORD00487,1,PROD0042,SELL028,1,22567.92,0,22567.92,370.33
ORD00488,1,PROD0039,SELL005,1,10278.72,10,10278.72,402.07
ORD00489,1,PROD0053,SELL029,2,46603.87,5,93207.74,143.05
ORD00489,2,PROD0082,SELL031,2,39855.33,20,79710.66,181.3
ORD00490,1,PROD0089,SELL005,3,18204.6,0,54613.8,36.17
ORD00490,2,PROD0010,SELL014,1,17436.22,5,17436.22,259.19
ORD00491,1,PROD0065,SELL007,3,48692.75,0,146078.25,200.91
ORD00492,1,PROD0074,SELL007,1,33252.23,15,33252.23,380.16
ORD00493,1,PROD0071,SELL006,1,30838.86,0,30838.86,216.56
ORD00494,1,PROD0023,SELL039,1,38034.28,10,38034.28,273.75
ORD00495,1,PROD0036,SELL015,2,42600.65,10,85201.3,220.14
ORD00496,1,PROD0094,SELL001,1,22253.94,5,22253.94,359.22
ORD00497,1,PROD0002,SELL031,1,3080.28,0,3080.28,487.95
ORD00498,1,PROD0003,SELL037,2,30846.67,0,61693.34,137.3
ORD00499,1,PROD0070,SELL017,2,34565.8,0,69131.6,245.61
ORD00500,1,PROD0029,SELL023,1,18550.09,0,18550.09,378.28
ORD00500,2,PROD0085,SELL028,1,30127.53,10,30127.53,121.11
ORD00500,3,PROD0019,SELL025,1,36515.43,20,36515.43,442.26
ORD00501,1,PROD0054,SELL018,1,39478.87,0,39478.87,274.44
ORD00502,1,PROD0088,SELL010,1,39655.27,0,39655.27,292.33
ORD00503,1,PROD0001,SELL028,1,21666.51,15,21666.51,53.45
ORD00504,1,PROD0026,SELL019,1,34322.41,5,34322.41,196.68
ORD00504,2,PROD0056,SELL025,1,5509.7,20,5509.7,76.13
ORD00504,3,PROD0075,SELL017,3,37032.08,5,111096.24,111.45
ORD00504,4,PROD0011,SELL028,2,38779.62,0,77559.24,301.74
ORD00505,1,PROD0049,SELL028,1,29294.94,5,29294.94,356.24
ORD00506,1,PROD0099,SELL027,1,12717.61,0,12717.61,456.22
ORD00507,1,PROD0098,SELL034,1,47387.29,0,47387.29,55.71
ORD00508,1,PROD0066,SELL004,2,43922.73,5,87845.46,294.16
ORD00509,1,PROD0026,SELL008,1,36128.85,0,36128.85,443.55
ORD00510,1,PROD0031,SELL029,2,18970.54,10,37941.08,233.21
ORD00510,2,PROD0070,SELL002,1,29380.93,15,29380.93,339.01
ORD00510,3,PROD0034,SELL011,1,12988.69,10,12988.69,124.16
ORD00510,4,PROD0079,SELL031,1,11401.36,10,11401.36,480.77
ORD00511,1,PROD0075,SELL020,1,35083.03,10,35083.03,338.88
ORD00512,1,PROD0065,SELL033,1,41388.84,15,41388.84,276.78
ORD00513,1,PROD0051,SELL005,3,42913.65,10,128740.95,206.97
ORD00514,1,PROD0052,SELL005,1,1072.39,15,1072.39,104.81
ORD00515,1,PROD0050,SELL027,3,33302.47,0,99907.41,147.73
ORD00515,2,PROD0097,SELL003,2,8307.86,0,16615.72,388.78
ORD00516,1,PROD0026,SELL013,1,34322.41,5,34322.41,164.46
ORD00517,1,PROD0001,SELL027,1,21666.51,15,21666.51,190.13
ORD00517,2,PROD0047,SELL034,1,25447.1,15,25447.1,298.07
ORD00518,1,PROD0067,SELL020,1,3967.79,5,3967.79,54.2
ORD00519,1,PROD0069,SELL037,1,14723.26,5,14723.26,317.29
ORD00520,1,PROD0098,SELL004,1,45017.93,5,45017.93,374.92
ORD00521,1,PROD0010,SELL027,1,16518.53,10,16518.53,67.88
ORD00522,1,PROD0039,SELL015,1,11420.8,0,11420.8,393.6
ORD00523,1,PROD0071,SELL008,1,26213.03,15,26213.03,491.79
ORD00523,2,PROD0018,SELL024,1,33588.29,0,33588.29,461.49
ORD00524,1,PROD0010,SELL009,1,18353.92,0,18353.92,177.64
ORD00524,2,PROD0008,SELL039,2,25351.31,0,50702.62,167.43
ORD00525,1,PROD0029,SELL020,3,16695.08,10,50085.24,167.56
