payment_id,order_id,payment_method,payment_amount,payment_status
PAY00524,ORD00524,UPI,69117.15,Paid
PAY00525,ORD00525,Debit Card,91697.17,Paid
PAY00526,ORD00526,Net Banking,27758.56,Paid
PAY00527,ORD00527,UPI,34987.94,Paid
PAY00528,ORD00528,UPI,41209.94,Paid
PAY00529,ORD00529,Credit Card,87230.18,Paid
PAY00530,ORD00530,UPI,39689.02,Paid
PAY00531,ORD00531,Net Banking,81008.89,Paid
PAY00532,ORD00532,UPI,12744.78,Paid
PAY00533,ORD00533,Debit Card,77312.1,Paid
PAY00534,ORD00534,Net Banking,20032.21,Paid
PAY00535,ORD00535,UPI,59501.61,Paid
PAY00536,ORD00536,Cash on Delivery,26787.75,Paid
PAY00537,ORD00537,Debit Card,59796.23,Paid
PAY00538,ORD00538,Net Banking,79103.21,Paid
PAY00539,ORD00539,Credit Card,13370.53,Paid
PAY00540,ORD00540,Credit Card,21632.02,Paid
PAY00541,ORD00541,UPI,117938.07,Paid
PAY00542,ORD00542,UPI,107359.06,Paid
PAY00543,ORD00543,Cash on Delivery,22973.05,Paid
PAY00544,ORD00544,UPI,44018.08,Paid
PAY00545,ORD00545,Debit Card,31560.51,Paid
PAY00546,ORD00546,UPI,11574.31,Paid
PAY00547,ORD00547,Debit Card,5654.84,Paid
PAY00548,ORD00548,Cash on Delivery,79508.63,Paid
PAY00549,ORD00549,Cash on Delivery,100243.27,Paid
PAY00550,ORD00550,UPI,34301.18,Paid
PAY00551,ORD00551,Debit Card,18853.96,Paid
PAY00552,ORD00552,Debit Card,33223.82,Paid
PAY00553,ORD00553,UPI,49097.83,Paid
PAY00554,ORD00554,UPI,30402.64,Paid
PAY00555,ORD00555,Debit Card,86627.65,Failed
PAY00556,ORD00556,UPI,81563.01,Paid
PAY00557,ORD00557,Debit Card,41690.95,Paid
PAY00558,ORD00558,UPI,45055.97,Paid
PAY00559,ORD00559,Credit Card,32914.63,Paid
PAY00560,ORD00560,Cash on Delivery,13889.88,Paid
PAY00561,ORD00561,UPI,24270.49,Paid
PAY00562,ORD00562,UPI,11365.15,Paid
PAY00563,ORD00563,UPI,11985.99,Paid
PAY00564,ORD00564,Credit Card,6743.05,Paid
PAY00565,ORD00565,Credit Card,95226.49,Paid
PAY00566,ORD00566,UPI,59010.53,Paid
PAY00567,ORD00567,UPI,14163.73,Paid
PAY00568,ORD00568,Cash on Delivery,101128.19,Paid
PAY00569,ORD00569,Debit Card,86935.75,Paid
PAY00570,ORD00570,UPI,40131.81,Paid
PAY00571,ORD00571,Cash on Delivery,40859.65,Paid
PAY00572,ORD00572,Cash on Delivery,47692.71,Paid
PAY00573,ORD00573,Debit Card,138264.87,Paid
PAY00574,ORD00574,Debit Card,13245.26,Paid
PAY00575,ORD00575,UPI,84684.45,Paid
PAY00576,ORD00576,UPI,42377.07,Paid
PAY00577,ORD00577,UPI,98211.35,Paid
PAY00578,ORD00578,Net Banking,123467.09,Paid
PAY00579,ORD00579,Credit Card,43934.26,Paid
PAY00580,ORD00580,Credit Card,5742.34,Paid
PAY00581,ORD00581,Credit Card,11448.72,Paid
PAY00582,ORD00582,Cash on Delivery,90292.29,Paid
PAY00583,ORD00583,UPI,98674.31,Paid
PAY00584,ORD00584,Credit Card,57578.47,Paid
PAY00585,ORD00585,Debit Card,50604.52,Paid
PAY00586,ORD00586,UPI,45041.41,Paid
PAY00587,ORD00587,Net Banking,75361.11,Paid
PAY00588,ORD00588,Credit Card,12304.38,Paid
PAY00589,ORD00589,Credit Card,21734.96,Paid
PAY00590,ORD00590,UPI,10828.05,Paid
PAY00591,ORD00591,Credit Card,40967.34,Paid
PAY00592,ORD00592,UPI,62510.21,Paid
PAY00593,ORD00593,Credit Card,48342.86,Paid
PAY00594,ORD00594,Net Banking,94905.47,Paid
PAY00595,ORD00595,UPI,44655.19,Failed
PAY00596,ORD00596,UPI,37476.09,Paid
PAY00597,ORD00597,Debit Card,7950.96,Paid
PAY00598,ORD00598,Cash on Delivery,92531.47,Paid
PAY00599,ORD00599,UPI,11509.16,Paid
PAY00600,ORD00600,Credit Card,40193.69,Paid
PAY00601,ORD00601,Credit Card,26943.84,Paid
PAY00602,ORD00602,Debit Card,111531.55,Paid
PAY00603,ORD00603,Debit Card,42293.44,Paid
PAY00604,ORD00604,UPI,106109.7,Paid
PAY00605,ORD00605,UPI,18580.37,Paid
PAY00606,ORD00606,Credit Card,69684.63,Paid
PAY00607,ORD00607,UPI,12302.25,Paid
PAY00608,ORD00608,UPI,75253.62,Paid
PAY00609,ORD00609,Credit Card,26338.79,Paid
PAY00610,ORD00610,Debit Card,34323.63,Paid
PAY00611,ORD00611,Debit Card,12407.24,Paid
PAY00612,ORD00612,UPI,40561.29,Paid
PAY00613,ORD00613,UPI,29006.25,Paid
PAY00614,ORD00614,Net Banking,11926.26,Paid
PAY00615,ORD00615,UPI,106013.97,Paid
PAY00616,ORD00616,Net Banking,39561.39,Paid
PAY00617,ORD00617,Net Banking,107780.03,Paid
PAY00618,ORD00618,Net Banking,42755.58,Paid
PAY00619,ORD00619,Debit Card,96304.14,Paid
PAY00620,ORD00620,Cash on Delivery,26618.23,Paid
PAY00621,ORD00621,Cash on Delivery,25998.08,Paid
PAY00622,ORD00622,UPI,24010.58,Paid
PAY00623,ORD00623,Credit Card,46300.0,Paid
PAY00624,ORD00624,Debit Card,3593.74,Paid
PAY00625,ORD00625,UPI,80676.51,Paid
PAY00626,ORD00626,UPI,11528.0,Paid
PAY00627,ORD00627,UPI,50554.95,Paid
PAY00628,ORD00628,UPI,33867.93,Paid
PAY00629,ORD00629,UPI,94646.63,Paid
PAY00630,ORD00630,Cash on Delivery,26526.82,Paid
PAY00631,ORD00631,Net Banking,103963.5,Paid
PAY00632,ORD00632,Cash on Delivery,113905.59,Paid
PAY00633,ORD00633,Cash on Delivery,61708.43,Paid
PAY00634,ORD00634,Net Banking,25273.92,Paid
PAY00635,ORD00635,Debit Card,82187.95,Paid
PAY00636,ORD00636,Cash on Delivery,78306.66,Paid
PAY00637,ORD00637,Cash on Delivery,21164.15,Failed
PAY00638,ORD00638,UPI,145733.44,Paid
PAY00639,ORD00639,UPI,1915.71,Paid
PAY00640,ORD00640,Cash on Delivery,79363.1,Paid
PAY00641,ORD00641,Credit Card,24453.76,Paid
PAY00642,ORD00642,Cash on Delivery,8029.39,Paid
PAY00643,ORD00643,Cash on Delivery,82254.81,Paid
PAY00644,ORD00644,Credit Card,133183.45,Paid
PAY00645,ORD00645,Net Banking,90604.91,Paid
PAY00646,ORD00646,Cash on Delivery,22955.73,Paid
PAY00647,ORD00647,Net Banking,3793.19,Paid
PAY00648,ORD00648,UPI,11567.06,Paid
PAY00649,ORD00649,Net Banking,2525.67,Paid
PAY00650,ORD00650,Debit Card,31802.59,Paid
PAY00651,ORD00651,Credit Card,25956.5,Paid
PAY00652,ORD00652,Debit Card,74507.66,Paid
PAY00653,ORD00653,UPI,6095.5,Paid
PAY00654,ORD00654,Credit Card,30780.19,Paid
PAY00655,ORD00655,UPI,59533.22,Paid
PAY00656,ORD00656,Debit Card,92838.54,Paid
PAY00657,ORD00657,Debit Card,100167.5,Paid
PAY00658,ORD00658,UPI,135322.07,Paid
PAY00659,ORD00659,Debit Card,43954.18,Paid
PAY00660,ORD00660,Credit Card,37588.21,Paid
PAY00661,ORD00661,Credit Card,29102.6,Paid
PAY00662,ORD00662,Debit Card,60300.2,Paid
PAY00663,ORD00663,UPI,10739.91,Paid
PAY00664,ORD00664,UPI,116968.34,Paid
PAY00665,ORD00665,UPI,1153.48,Paid
PAY00666,ORD00666,Credit Card,14755.29,Paid
PAY00667,ORD00667,UPI,10211.62,Paid
PAY00668,ORD00668,Debit Card,34898.4,Paid
PAY00669,ORD00669,Credit Card,20207.6,Paid
PAY00670,ORD00670,UPI,54695.16,Paid
PAY00671,ORD00671,Net Banking,74316.19,Paid
PAY00672,ORD00672,UPI,41747.02,Paid
PAY00673,ORD00673,Debit Card,45266.15,Paid
PAY00674,ORD00674,Net Banking,81509.9,Paid
PAY00675,ORD00675,Debit Card,206425.49,Paid
PAY00676,ORD00676,Credit Card,12393.28,Paid
PAY00677,ORD00677,Credit Card,11543.89,Paid
PAY00678,ORD00678,UPI,23846.61,Paid
PAY00679,ORD00679,Cash on Delivery,48192.31,Paid
PAY00680,ORD00680,Credit Card,75046.22,Paid
PAY00681,ORD00681,Credit Card,52572.69,Paid
PAY00682,ORD00682,Cash on Delivery,207612.02,Paid
PAY00683,ORD00683,Debit Card,42151.97,Failed
PAY00684,ORD00684,UPI,31759.09,Paid
PAY00685,ORD00685,Credit Card,11466.79,Paid
PAY00686,ORD00686,UPI,146990.19,Failed
PAY00687,ORD00687,Debit Card,44181.44,Paid
PAY00688,ORD00688,UPI,142018.87,Paid
PAY00689,ORD00689,Debit Card,38842.04,Paid
PAY00690,ORD00690,Credit Card,45273.66,Paid
PAY00691,ORD00691,Debit Card,12393.74,Paid
PAY00692,ORD00692,Debit Card,76472.82,Paid
PAY00693,ORD00693,Credit Card,151023.53,Paid
PAY00694,ORD00694,Credit Card,52989.77,Paid
PAY00695,ORD00695,Debit Card,102514.09,Paid
PAY00696,ORD00696,Credit Card,74478.15,Paid
PAY00697,ORD00697,Net Banking,14450.76,Paid
PAY00698,ORD00698,Credit Card,152367.45,Paid
PAY00699,ORD00699,Debit Card,89365.48,Paid
PAY00700,ORD00700,Credit Card,57489.57,Paid
PAY00701,ORD00701,Net Banking,127592.67,Paid
PAY00702,ORD00702,Net Banking,6512.84,Paid
PAY00703,ORD00703,Credit Card,16901.39,Paid
PAY00704,ORD00704,Net Banking,41087.73,Failed
PAY00705,ORD00705,Debit Card,42616.94,Paid
PAY00706,ORD00706,UPI,26519.49,Paid
PAY00707,ORD00707,Debit Card,47097.47,Paid
PAY00708,ORD00708,Net Banking,15501.04,Paid
PAY00709,ORD00709,Net Banking,35737.61,Paid
PAY00710,ORD00710,Net Banking,42703.56,Paid
PAY00711,ORD00711,Debit Card,11018.92,Paid
PAY00712,ORD00712,UPI,111718.93,Paid
PAY00713,ORD00713,Net Banking,40299.45,Paid
PAY00714,ORD00714,Credit Card,11011.19,Paid
PAY00715,ORD00715,Net Banking,68132.98,Paid
PAY00716,ORD00716,UPI,38889.11,Failed
PAY00717,ORD00717,Debit Card,20172.0,Paid
PAY00718,ORD00718,Cash on Delivery,26794.86,Paid
PAY00719,ORD00719,UPI,28457.27,Paid
PAY00720,ORD00720,Credit Card,31990.72,Paid
PAY00721,ORD00721,Credit Card,16666.36,Paid
PAY00722,ORD00722,Net Banking,77997.03,Paid
PAY00723,ORD00723,Net Banking,115025.6,Paid
PAY00724,ORD00724,Credit Card,57226.07,Paid
PAY00725,ORD00725,Credit Card,12066.73,Paid
PAY00726,ORD00726,Debit Card,93053.58,Paid
PAY00727,ORD00727,Debit Card,26505.59,Paid
PAY00728,ORD00728,Credit Card,47586.15,Paid
PAY00729,ORD00729,Credit Card,42328.61,Paid
PAY00730,ORD00730,UPI,25304.1,Paid
PAY00731,ORD00731,UPI,42158.95,Paid
PAY00732,ORD00732,Debit Card,32903.14,Paid
PAY00733,ORD00733,Debit Card,41611.89,Paid
PAY00734,ORD00734,Net Banking,13813.96,Paid
PAY00735,ORD00735,UPI,16581.09,Paid
PAY00736,ORD00736,UPI,27041.57,Paid
PAY00737,ORD00737,Debit Card,44086.19,Paid
PAY00738,ORD00738,UPI,56680.3,Paid
PAY00739,ORD00739,Debit Card,45321.4,Paid
PAY00740,ORD00740,UPI,59955.52,Paid
PAY00741,ORD00741,Debit Card,101700.86,Paid
PAY00742,ORD00742,UPI,30931.64,Paid
PAY00743,ORD00743,UPI,13164.37,Paid
PAY00744,ORD00744,Credit Card,35370.93,Paid
PAY00745,ORD00745,Debit Card,61709.39,Paid
PAY00746,ORD00746,UPI,45313.18,Paid
PAY00747,ORD00747,UPI,33373.71,Paid
PAY00748,ORD00748,UPI,15502.58,Paid
PAY00749,ORD00749,UPI,16095.04,Paid
PAY00750,ORD00750,Credit Card,31715.52,Failed
PAY00751,ORD00751,Debit Card,102976.23,Paid
PAY00752,ORD00752,UPI,24288.53,Paid
PAY00753,ORD00753,Debit Card,214180.76,Paid
PAY00754,ORD00754,Credit Card,34173.09,Paid
PAY00755,ORD00755,UPI,99638.38,Paid
PAY00756,ORD00756,Credit Card,165924.28,Paid
PAY00757,ORD00757,UPI,82224.63,Paid
PAY00758,ORD00758,Credit Card,63543.03,Paid
PAY00759,ORD00759,Cash on Delivery,33883.72,Paid
PAY00760,ORD00760,Credit Card,12748.3,Failed
PAY00761,ORD00761,Credit Card,23056.09,Paid
PAY00762,ORD00762,UPI,33676.61,Paid
PAY00763,ORD00763,UPI,45506.01,Paid
PAY00764,ORD00764,Credit Card,26731.23,Paid
PAY00765,ORD00765,Cash on Delivery,3777.84,Paid
PAY00766,ORD00766,Cash on Delivery,49072.95,Paid
PAY00767,ORD00767,Credit Card,50979.33,Paid
PAY00768,ORD00768,Credit Card,26837.83,Paid
PAY00769,ORD00769,Debit Card,11619.34,Paid
PAY00770,ORD00770,Debit Card,12050.51,Paid
PAY00771,ORD00771,Debit Card,108884.67,Failed
PAY00772,ORD00772,Credit Card,50715.23,Paid
PAY00773,ORD00773,UPI,12791.98,Paid
PAY00774,ORD00774,Net Banking,70768.52,Paid
PAY00775,ORD00775,Net Banking,7072.25,Paid
PAY00776,ORD00776,UPI,12765.11,Paid
PAY00777,ORD00777,Cash on Delivery,6252.3,Paid
PAY00778,ORD00778,Debit Card,106624.46,Paid
PAY00779,ORD00779,UPI,86537.77,Paid
PAY00780,ORD00780,UPI,67740.53,Paid
PAY00781,ORD00781,UPI,43707.67,Paid
PAY00782,ORD00782,Credit Card,34577.94,Paid
PAY00783,ORD00783,UPI,12745.44,Paid
PAY00784,ORD00784,UPI,57702.96,Failed
PAY00785,ORD00785,Debit Card,163319.77,Paid
PAY00786,ORD00786,Cash on Delivery,51039.48,Paid
PAY00787,ORD00787,Debit Card,43205.37,Paid
PAY00788,ORD00788,Net Banking,105054.94,Paid
PAY00789,ORD00789,UPI,80629.68,Paid
PAY00790,ORD00790,UPI,76801.31,Paid
PAY00791,ORD00791,Debit Card,41337.9,Paid
PAY00792,ORD00792,UPI,15509.83,Paid
PAY00793,ORD00793,UPI,79120.24,Paid
PAY00794,ORD00794,Cash on Delivery,204794.49,Paid
PAY00795,ORD00795,Credit Card,39675.95,Paid
PAY00796,ORD00796,UPI,25380.03,Paid
PAY00797,ORD00797,Credit Card,29175.4,Paid
PAY00798,ORD00798,Credit Card,40825.91,Paid
PAY00799,ORD00799,Cash on Delivery,83087.7,Paid
PAY00800,ORD00800,Net Banking,13078.1,Paid
PAY00801,ORD00801,Credit Card,43705.97,Paid
PAY00802,ORD00802,Cash on Delivery,59611.07,Paid
PAY00803,ORD00803,Cash on Delivery,17970.31,Paid
PAY00804,ORD00804,Debit Card,23582.67,Paid
PAY00805,ORD00805,Net Banking,146118.37,Paid
PAY00806,ORD00806,Net Banking,25442.53,Paid
PAY00807,ORD00807,Cash on Delivery,11068.63,Paid
PAY00808,ORD00808,Credit Card,35258.09,Paid
PAY00809,ORD00809,Debit Card,26958.6,Paid
PAY00810,ORD00810,Credit Card,39223.79,Paid
PAY00811,ORD00811,UPI,103364.84,Paid
PAY00812,ORD00812,UPI,34636.2,Paid
PAY00813,ORD00813,Net Banking,33052.11,Paid
PAY00814,ORD00814,UPI,8367.89,Paid
PAY00815,ORD00815,Net Banking,60926.49,Paid
PAY00816,ORD00816,Credit Card,45325.6,Paid
PAY00817,ORD00817,Debit Card,41275.79,Paid
PAY00818,ORD00818,Net Banking,43122.5,Paid
PAY00819,ORD00819,Cash on Delivery,47675.1,Paid
PAY00820,ORD00820,UPI,5867.26,Paid
PAY00821,ORD00821,Credit Card,5534.8,Paid
PAY00822,ORD00822,Credit Card,85016.69,Paid
PAY00823,ORD00823,Net Banking,69162.16,Paid
PAY00824,ORD00824,UPI,13868.58,Paid
PAY00825,ORD00825,Credit Card,67856.96,Paid
PAY00826,ORD00826,Credit Card,180384.92,Paid
PAY00827,ORD00827,Debit Card,22658.29,Paid
PAY00828,ORD00828,Credit Card,27560.37,Paid
PAY00829,ORD00829,UPI,47377.25,Paid
PAY00830,ORD00830,Credit Card,41004.97,Paid
PAY00831,ORD00831,UPI,21810.48,Paid
PAY00832,ORD00832,Credit Card,41575.3,Paid
PAY00833,ORD00833,UPI,32546.82,Paid
PAY00834,ORD00834,UPI,39822.31,Paid
PAY00835,ORD00835,Credit Card,25297.49,Paid
PAY00836,ORD00836,Net Banking,45345.94,Paid
PAY00837,ORD00837,Cash on Delivery,52261.6,Paid
PAY00838,ORD00838,UPI,152184.8,Paid
PAY00839,ORD00839,Net Banking,74394.55,Paid
PAY00840,ORD00840,Net Banking,30595.93,Paid
PAY00841,ORD00841,Net Banking,7537.11,Paid
PAY00842,ORD00842,Cash on Delivery,77644.68,Paid
PAY00843,ORD00843,UPI,31809.3,Paid
PAY00844,ORD00844,Debit Card,57034.94,Paid
PAY00845,ORD00845,Cash on Delivery,53233.66,Paid
PAY00846,ORD00846,Cash on Delivery,17630.72,Paid
PAY00847,ORD00847,Cash on Delivery,26614.43,Paid
PAY00848,ORD00848,Credit Card,18450.04,Paid
PAY00849,ORD00849,UPI,117576.01,Paid
PAY00850,ORD00850,UPI,6715.53,Failed
PAY00851,ORD00851,Net Banking,148691.59,Paid
PAY00852,ORD00852,Net Banking,29568.4,Paid
PAY00853,ORD00853,UPI,13341.26,Paid
PAY00854,ORD00854,Credit Card,42751.11,Paid
PAY00855,ORD00855,UPI,74557.42,Paid
PAY00856,ORD00856,Debit Card,55635.19,Paid
PAY00857,ORD00857,UPI,11680.61,Paid
PAY00858,ORD00858,Credit Card,24354.48,Paid
PAY00859,ORD00859,Credit Card,45406.33,Paid
PAY00860,ORD00860,Debit Card,31565.92,Paid
PAY00861,ORD00861,UPI,44270.8,Paid
PAY00862,ORD00862,Credit Card,35782.96,Paid
PAY00863,ORD00863,Debit Card,30936.66,Paid
PAY00864,ORD00864,Credit Card,4051.31,Paid
PAY00865,ORD00865,Debit Card,128038.22,Paid
PAY00866,ORD00866,Credit Card,83103.51,Paid
PAY00867,ORD00867,UPI,23070.2,Failed
PAY00868,ORD00868,Credit Card,21432.5,Paid
PAY00869,ORD00869,Credit Card,8321.68,Paid
PAY00870,ORD00870,Credit Card,53024.14,Paid
PAY00871,ORD00871,UPI,17928.19,Paid
PAY00872,ORD00872,Credit Card,76946.26,Paid
PAY00873,ORD00873,UPI,41598.22,Paid
PAY00874,ORD00874,UPI,69560.54,Paid
PAY00875,ORD00875,Credit Card,13779.66,Paid
PAY00876,ORD00876,Debit Card,12343.96,Paid
PAY00877,ORD00877,UPI,58185.07,Paid
PAY00878,ORD00878,Cash on Delivery,132518.84,Paid
PAY00879,ORD00879,UPI,76780.37,Paid
PAY00880,ORD00880,UPI,76263.38,Paid
PAY00881,ORD00881,Credit Card,6251.11,Paid
PAY00882,ORD00882,Net Banking,92258.31,Paid
PAY00883,ORD00883,Debit Card,41617.09,Paid
PAY00884,ORD00884,UPI,37251.44,Paid
PAY00885,ORD00885,Debit Card,51566.19,Paid
PAY00886,ORD00886,Debit Card,35701.26,Paid
PAY00887,ORD00887,UPI,22662.25,Paid
PAY00888,ORD00888,UPI,30901.84,Paid
PAY00889,ORD00889,UPI,47748.32,Failed
PAY00890,ORD00890,UPI,50968.41,Paid
PAY00891,ORD00891,Debit Card,43201.32,Paid
PAY00892,ORD00892,UPI,31750.15,Paid
PAY00893,ORD00893,Debit Card,79145.77,Paid
PAY00894,ORD00894,UPI,36195.73,Paid
PAY00895,ORD00895,Net Banking,36002.27,Paid
PAY00896,ORD00896,Credit Card,38523.48,Failed
PAY00897,ORD00897,Net Banking,41150.29,Paid
PAY00898,ORD00898,Credit Card,5159.28,Paid
PAY00899,ORD00899,UPI,14656.86,Paid
PAY00900,ORD00900,UPI,100751.95,Paid
PAY00901,ORD00901,Debit Card,25108.95,Paid
PAY00902,ORD00902,Debit Card,43742.73,Paid
PAY00903,ORD00903,Debit Card,3219.63,Paid
PAY00904,ORD00904,Cash on Delivery,78648.43,Paid
PAY00905,ORD00905,Cash on Delivery,19718.74,Paid
PAY00906,ORD00906,Credit Card,30212.49,Paid
PAY00907,ORD00907,Debit Card,48790.35,Paid
PAY00908,ORD00908,UPI,46816.31,Paid
PAY00909,ORD00909,Cash on Delivery,48773.94,Paid
PAY00910,ORD00910,Net Banking,38788.02,Paid
PAY00911,ORD00911,Credit Card,6694.0,Paid
PAY00912,ORD00912,Cash on Delivery,6946.57,Paid
PAY00913,ORD00913,Credit Card,30220.15,Paid
PAY00914,ORD00914,Cash on Delivery,43956.53,Paid
PAY00915,ORD00915,Credit Card,37187.06,Paid
PAY00916,ORD00916,Net Banking,31527.23,Paid
PAY00917,ORD00917,Debit Card,237989.79,Paid
PAY00918,ORD00918,UPI,47699.69,Paid
PAY00919,ORD00919,Debit Card,25836.75,Paid
PAY00920,ORD00920,UPI,123181.76,Paid
PAY00921,ORD00921,Debit Card,158710.0,Paid
PAY00922,ORD00922,UPI,49340.99,Paid
PAY00923,ORD00923,Cash on Delivery,61759.72,Paid
PAY00924,ORD00924,UPI,29933.41,Paid
PAY00925,ORD00925,UPI,50990.16,Paid
PAY00926,ORD00926,Debit Card,33851.07,Paid
PAY00927,ORD00927,UPI,31114.77,Paid
PAY00928,ORD00928,Cash on Delivery,61954.04,Failed
PAY00929,ORD00929,Credit Card,31526.17,Paid
PAY00930,ORD00930,Debit Card,52509.18,Paid
PAY00931,ORD00931,Debit Card,24592.52,Paid
PAY00932,ORD00932,Debit Card,63102.55,Paid
PAY00933,ORD00933,Net Banking,55652.79,Paid
PAY00934,ORD00934,Credit Card,65586.04,Paid
PAY00935,ORD00935,Credit Card,49643.23,Paid
PAY00936,ORD00936,Credit Card,62892.03,Paid
PAY00937,ORD00937,UPI,60311.85,Paid
PAY00938,ORD00938,Cash on Delivery,28575.43,Paid
PAY00939,ORD00939,UPI,17701.82,Paid
PAY00940,ORD00940,UPI,71898.22,Paid
PAY00941,ORD00941,Cash on Delivery,63657.25,Failed
PAY00942,ORD00942,UPI,61771.51,Paid
PAY00943,ORD00943,UPI,39738.09,Paid
PAY00944,ORD00944,Net Banking,120205.74,Paid
PAY00945,ORD00945,UPI,2206.64,Paid
PAY00946,ORD00946,UPI,6206.67,Paid
PAY00947,ORD00947,Credit Card,61154.01,Paid
PAY00948,ORD00948,UPI,100139.4,Failed
PAY00949,ORD00949,Net Banking,26606.9,Paid
PAY00950,ORD00950,Cash on Delivery,23459.86,Paid
PAY00951,ORD00951,Net Banking,97139.32,Paid
PAY00952,ORD00952,Credit Card,3585.48,Paid
PAY00953,ORD00953,Credit Card,101422.62,Paid
PAY00954,ORD00954,Credit Card,16566.92,Paid
PAY00955,ORD00955,Credit Card,12122.83,Paid
PAY00956,ORD00956,Credit Card,58697.29,Paid
PAY00957,ORD00957,Credit Card,50951.15,Paid
PAY00958,ORD00958,Credit Card,43273.25,Paid
PAY00959,ORD00959,UPI,13306.79,Paid
PAY00960,ORD00960,Credit Card,326463.66,Paid
PAY00961,ORD00961,Cash on Delivery,37725.98,Failed
PAY00962,ORD00962,UPI,33052.69,Paid
PAY00963,ORD00963,UPI,19523.67,Paid
PAY00964,ORD00964,Net Banking,28535.69,Paid
PAY00965,ORD00965,Cash on Delivery,23841.2,Paid
PAY00966,ORD00966,Debit Card,29479.98,Paid
PAY00967,ORD00967,UPI,45740.67,Paid
PAY00968,ORD00968,Cash on Delivery,33326.63,Paid
PAY00969,ORD00969,UPI,91953.48,Paid
PAY00970,ORD00970,UPI,39129.79,Paid
PAY00971,ORD00971,UPI,98527.68,Paid
PAY00972,ORD00972,Net Banking,101403.24,Paid
PAY00973,ORD00973,Credit Card,76917.37,Paid
PAY00974,ORD00974,Cash on Delivery,3970.26,Paid
PAY00975,ORD00975,UPI,59986.82,Paid
PAY00976,ORD00976,Debit Card,13122.68,Paid
PAY00977,ORD00977,Cash on Delivery,42259.14,Paid
PAY00978,ORD00978,UPI,33813.59,Paid
PAY00979,ORD00979,Credit Card,11291.25,Paid
PAY00980,ORD00980,Credit Card,47936.62,Paid
PAY00981,ORD00981,UPI,14164.21,Paid
PAY00982,ORD00982,UPI,17619.59,Paid
PAY00983,ORD00983,Net Banking,16018.25,Paid
PAY00984,ORD00984,UPI,87379.92,Paid
PAY00985,ORD00985,UPI,181781.45,Paid
PAY00986,ORD00986,UPI,36170.53,Paid
PAY00987,ORD00987,UPI,109157.74,Paid
PAY00988,ORD00988,UPI,123181.54,Paid
PAY00989,ORD00989,UPI,15579.69,Paid
PAY00990,ORD00990,Credit Card,111386.8,Paid
PAY00991,ORD00991,Debit Card,165028.4,Paid
PAY00992,ORD00992,UPI,47444.86,Paid
PAY00993,ORD00993,Cash on Delivery,82841.55,Paid
PAY00994,ORD00994,Cash on Delivery,29341.42,Paid
PAY00995,ORD00995,Debit Card,39801.38,Paid
PAY00996,ORD00996,Cash on Delivery,52128.53,Paid
PAY00997,ORD00997,Net Banking,30113.75,Paid
PAY00998,ORD00998,UPI,26439.52,Paid
PAY00999,ORD00999,UPI,27024.08,Paid
PAY01000,ORD01000,Debit Card,43272.4,Paid
PAY01001,ORD01001,Credit Card,10464.78,Paid
PAY01002,ORD01002,Credit Card,50916.41,Paid
PAY01003,ORD01003,UPI,61672.51,Paid
PAY01004,ORD01004,Cash on Delivery,141736.34,Paid
PAY01005,ORD01005,Debit Card,3448.94,Paid
PAY01006,ORD01006,Cash on Delivery,36938.3,Paid
PAY01007,ORD01007,Debit Card,21173.36,Paid
PAY01008,ORD01008,Debit Card,1318.72,Paid
PAY01009,ORD01009,UPI,27845.13,Paid
PAY01010,ORD01010,Debit Card,45327.8,Paid
PAY01011,ORD01011,UPI,65914.55,Paid
PAY01012,ORD01012,UPI,231747.07,Paid
PAY01013,ORD01013,Credit Card,130926.52,Paid
PAY01014,ORD01014,Debit Card,44220.12,Paid
PAY01015,ORD01015,UPI,107642.23,Paid
PAY01016,ORD01016,UPI,90985.78,Paid
PAY01017,ORD01017,UPI,99660.59,Paid
PAY01018,ORD01018,UPI,39767.8,Paid
PAY01019,ORD01019,Cash on Delivery,19444.58,Paid
PAY01020,ORD01020,Cash on Delivery,81682.28,Paid
PAY01021,ORD01021,Credit Card,22646.38,Paid
PAY01022,ORD01022,Cash on Delivery,79044.19,Paid
PAY01023,ORD01023,UPI,2964.42,Paid
PAY01024,ORD01024,Debit Card,13929.95,Paid
PAY01025,ORD01025,Net Banking,18621.37,Paid
PAY01026,ORD01026,UPI,5414.98,Paid
PAY01027,ORD01027,UPI,20631.59,Paid
PAY01028,ORD01028,Cash on Delivery,81511.7,Paid
PAY01029,ORD01029,UPI,54997.95,Paid
PAY01030,ORD01030,Cash on Delivery,31930.43,Paid
PAY01031,ORD01031,Credit Card,92515.36,Paid
PAY01032,ORD01032,UPI,80343.34,Paid
PAY01033,ORD01033,UPI,34668.62,Paid
PAY01034,ORD01034,Net Banking,44557.4,Paid
PAY01035,ORD01035,Debit Card,67925.16,Paid
PAY01036,ORD01036,UPI,109619.48,Paid
PAY01037,ORD01037,UPI,46276.04,Paid
PAY01038,ORD01038,UPI,43263.42,Paid
PAY01039,ORD01039,UPI,26482.55,Paid
PAY01040,ORD01040,Net Banking,59945.57,Paid
PAY01041,ORD01041,Net Banking,129766.77,Paid
PAY01042,ORD01042,UPI,55742.59,Paid
PAY01043,ORD01043,Cash on Delivery,84941.4,Paid
PAY01044,ORD01044,Credit Card,90732.49,Paid
PAY01045,ORD01045,Credit Card,6373.51,Paid
PAY01046,ORD01046,UPI,6368.5,Paid
