order_id,order_date,order_status,customer_id,gender,city,state,product_id,product_name,category,subcategory,quantity,selling_price,discount_percent,revenue,profit,freight_value,seller_id,seller_status_ref,seller_rating,delivery_days
ORD00500,2025-02-27 08:00:00,Delivered,CUST0248,Male,Mumbai,Maharashtra,PROD0085,Audio Product 85,Electronics,Audio,1,30127.53,10,30127.53,5303.25,121.11,SELL028,SELL028,4.0,8
ORD00500,2025-02-27 08:00:00,Delivered,CUST0248,Male,Mumbai,Maharashtra,PROD0019,Technology Product 19,Books,Technology,1,36515.43,20,36515.43,10259.36,442.26,SELL025,SELL025,3.9,5
ORD00501,2025-09-27 05:00:00,Delivered,CUST0231,Male,Visakhapatnam,Andhra Pradesh,PROD0054,Audio Product 54,Electronics,Audio,1,39478.87,0,39478.87,14090.14,274.44,SELL018,SELL018,4.1,10
ORD00502,2025-06-27 09:00:00,Delivered,CUST0291,Female,Kozhikode,Kerala,PROD0088,Laptops Product 88,Electronics,Laptops,1,39655.27,0,39655.27,15310.16,292.33,SELL010,SELL010,4.2,3
ORD00503,2025-08-21 01:00:00,Delivered,CUST0008,Female,New Delhi,Delhi,PROD0001,Audio Product 1,Electronics,Audio,1,21666.51,15,21666.51,5510.68,53.45,SELL028,SELL028,4.0,7
ORD00504,2025-12-07 17:00:00,Delivered,CUST0258,Other,New Delhi,Delhi,PROD0026,Furniture Product 26,Home & Kitchen,Furniture,1,34322.41,5,34322.41,14025.33,196.68,SELL019,SELL019,4.9,3
ORD00504,2025-12-07 17:00:00,Delivered,CUST0258,Other,New Delhi,Delhi,PROD0056,Education Product 56,Books,Education,1,5509.7,20,5509.7,1066.67,76.13,SELL025,SELL025,3.9,4
ORD00504,2025-12-07 17:00:00,Delivered,CUST0258,Other,New Delhi,Delhi,PROD0075,Laptops Product 75,Electronics,Laptops,3,37032.08,5,111096.24,35210.64,111.45,SELL017,SELL017,3.6,3
ORD00504,2025-12-07 17:00:00,Delivered,CUST0258,Other,New Delhi,Delhi,PROD0011,Haircare Product 11,Beauty,Haircare,2,38779.62,0,77559.24,20684.86,301.74,SELL028,SELL028,4.0,3
ORD00505,2025-06-04 09:00:00,Delivered,CUST0103,Female,Thrissur,Kerala,PROD0049,Skincare Product 49,Beauty,Skincare,1,29294.94,5,29294.94,10331.79,356.24,SELL028,SELL028,4.0,8
ORD00506,2025-08-27 13:00:00,Cancelled,CUST0219,Other,New Delhi,Delhi,PROD0099,Men Product 99,Fashion,Men,1,12717.61,0,12717.61,3542.29,456.22,SELL027,SELL027,3.7,
ORD00507,2025-05-31 01:00:00,Delivered,CUST0290,Male,Mumbai,Maharashtra,PROD0098,Appliances Product 98,Home & Kitchen,Appliances,1,47387.29,0,47387.29,14685.21,55.71,SELL034,SELL034,4.7,6
ORD00508,2025-10-17 15:00:00,Delivered,CUST0149,Male,Visakhapatnam,Andhra Pradesh,PROD0066,Haircare Product 66,Beauty,Haircare,2,43922.73,5,87845.46,24023.02,294.16,SELL004,SELL004,3.6,9
ORD00509,2025-11-18 09:00:00,Delivered,CUST0155,Female,Mumbai,Maharashtra,PROD0026,Furniture Product 26,Home & Kitchen,Furniture,1,36128.85,0,36128.85,15831.77,443.55,SELL008,SELL008,3.9,4
ORD00510,2025-08-16 12:00:00,Delivered,CUST0259,Female,Kozhikode,Kerala,PROD0031,Sportswear Product 31,Sports,Sportswear,2,18970.54,10,37941.08,12910.26,233.21,SELL029,SELL029,3.6,6
ORD00510,2025-08-16 12:00:00,Delivered,CUST0259,Female,Kozhikode,Kerala,PROD0070,Skincare Product 70,Beauty,Skincare,1,29380.93,15,29380.93,7088.83,339.01,SELL002,SELL002,4.5,8
ORD00510,2025-08-16 12:00:00,Delivered,CUST0259,Female,Kozhikode,Kerala,PROD0034,Fitness Product 34,Sports,Fitness,1,12988.69,10,12988.69,2077.59,124.16,SELL011,SELL011,3.8,6
ORD00510,2025-08-16 12:00:00,Delivered,CUST0259,Female,Kozhikode,Kerala,PROD0079,Education Product 79,Books,Education,1,11401.36,10,11401.36,4045.82,480.77,SELL031,SELL031,3.6,4
ORD00511,2025-08-02 13:00:00,Delivered,CUST0238,Female,Vadodara,Gujarat,PROD0075,Laptops Product 75,Electronics,Laptops,1,35083.03,10,35083.03,9787.83,338.88,SELL020,SELL020,4.6,10
ORD00512,2025-03-13 14:00:00,Processing,CUST0182,Male,Vijayawada,Andhra Pradesh,PROD0065,Haircare Product 65,Beauty,Haircare,1,41388.84,15,41388.84,8084.22,276.78,SELL033,SELL033,5.0,
ORD00513,2025-08-24 22:00:00,Shipped,CUST0174,Male,Kochi,Kerala,PROD0051,Men Product 51,Fashion,Men,3,42913.65,10,128740.95,29052.24,206.97,SELL005,SELL005,3.8,
ORD00514,2025-05-13 04:00:00,Delivered,CUST0270,Male,New Delhi,Delhi,PROD0052,Sportswear Product 52,Sports,Sportswear,1,1072.39,15,1072.39,81.0,104.81,SELL005,SELL005,3.8,9
ORD00515,2025-04-29 23:00:00,Shipped,CUST0166,Female,Vijayawada,Andhra Pradesh,PROD0050,Skincare Product 50,Beauty,Skincare,3,33302.47,0,99907.41,42648.9,147.73,SELL027,SELL027,3.7,
ORD00515,2025-04-29 23:00:00,Shipped,CUST0166,Female,Vijayawada,Andhra Pradesh,PROD0097,Women Product 97,Fashion,Women,2,8307.86,0,16615.72,3283.62,388.78,SELL003,SELL003,4.7,
ORD00516,2025-06-14 03:00:00,Delivered,CUST0090,Male,Ahmedabad,Gujarat,PROD0026,Furniture Product 26,Home & Kitchen,Furniture,1,34322.41,5,34322.41,14025.33,164.46,SELL013,SELL013,5.0,4
ORD00517,2025-10-26 00:00:00,Delivered,CUST0045,Male,Vijayawada,Andhra Pradesh,PROD0001,Audio Product 1,Electronics,Audio,1,21666.51,15,21666.51,5510.68,190.13,SELL027,SELL027,3.7,6
ORD00517,2025-10-26 00:00:00,Delivered,CUST0045,Male,Vijayawada,Andhra Pradesh,PROD0047,Accessories Product 47,Electronics,Accessories,1,25447.1,15,25447.1,8848.48,298.07,SELL034,SELL034,4.7,9
ORD00518,2025-02-04 14:00:00,Delivered,CUST0071,Female,Thrissur,Kerala,PROD0067,Accessories Product 67,Electronics,Accessories,1,3967.79,5,3967.79,991.27,54.2,SELL020,SELL020,4.6,5
ORD00519,2025-07-19 22:00:00,Delivered,CUST0129,Male,Bengaluru,Karnataka,PROD0069,Education Product 69,Books,Education,1,14723.26,5,14723.26,3677.59,317.29,SELL037,SELL037,3.6,7
ORD00520,2025-08-30 08:00:00,Delivered,CUST0299,Male,New Delhi,Delhi,PROD0098,Appliances Product 98,Home & Kitchen,Appliances,1,45017.93,5,45017.93,12315.85,374.92,SELL004,SELL004,3.6,5
ORD00521,2025-02-07 18:00:00,Processing,CUST0253,Male,Madurai,Tamil Nadu,PROD0010,Fitness Product 10,Sports,Fitness,1,16518.53,10,16518.53,1874.98,67.88,SELL027,SELL027,3.7,
ORD00522,2025-01-22 03:00:00,Delivered,CUST0139,Female,Nagpur,Maharashtra,PROD0039,Audio Product 39,Electronics,Audio,1,11420.8,0,11420.8,4156.66,393.6,SELL015,SELL015,3.9,10
ORD00523,2025-09-04 01:00:00,Delivered,CUST0283,Male,Hyderabad,Telangana,PROD0071,Audio Product 71,Electronics,Audio,1,26213.03,15,26213.03,5630.13,491.79,SELL008,SELL008,3.9,9
ORD00523,2025-09-04 01:00:00,Delivered,CUST0283,Male,Hyderabad,Telangana,PROD0018,Women Product 18,Fashion,Women,1,33588.29,0,33588.29,7597.04,461.49,SELL024,SELL024,4.4,7
ORD00524,2025-10-18 01:00:00,Returned,CUST0275,Male,Ahmedabad,Gujarat,PROD0010,Fitness Product 10,Sports,Fitness,1,18353.92,0,18353.92,3710.37,177.64,SELL009,SELL009,4.2,
ORD00524,2025-10-18 01:00:00,Returned,CUST0275,Male,Ahmedabad,Gujarat,PROD0008,Men Product 8,Fashion,Men,2,25351.31,0,50702.62,20453.9,167.43,SELL039,SELL039,4.8,
ORD00525,2025-05-09 17:00:00,Delivered,CUST0040,Male,Tirupati,Andhra Pradesh,PROD0029,Skincare Product 29,Beauty,Skincare,3,16695.08,10,50085.24,5246.43,167.56,SELL020,SELL020,4.6,3
ORD00525,2025-05-09 17:00:00,Delivered,CUST0040,Male,Tirupati,Andhra Pradesh,PROD0057,Women Product 57,Fashion,Women,1,41561.59,0,41561.59,11019.46,357.95,SELL016,SELL016,4.2,7
ORD00526,2025-02-10 06:00:00,Processing,CUST0144,Male,Kochi,Kerala,PROD0071,Audio Product 71,Electronics,Audio,1,27754.97,10,27754.97,7172.07,400.33,SELL014,SELL014,4.3,
ORD00527,2025-01-11 15:00:00,Shipped,CUST0059,Female,Vadodara,Gujarat,PROD0011,Haircare Product 11,Beauty,Haircare,1,34901.66,10,34901.66,6464.47,262.82,SELL004,SELL004,3.6,
ORD00528,2025-04-05 21:00:00,Delivered,CUST0195,Male,Bengaluru,Karnataka,PROD0045,Women Product 45,Fashion,Women,3,13709.04,10,41127.12,15404.73,188.02,SELL002,SELL002,4.5,5
ORD00529,2025-06-24 23:00:00,Shipped,CUST0015,Male,Mysuru,Karnataka,PROD0095,Furniture Product 95,Home & Kitchen,Furniture,2,36524.78,5,73049.56,28078.8,477.66,SELL004,SELL004,3.6,
ORD00529,2025-06-24 23:00:00,Shipped,CUST0015,Male,Mysuru,Karnataka,PROD0097,Women Product 97,Fashion,Women,2,7061.68,15,14123.36,791.26,247.85,SELL019,SELL019,4.9,
ORD00530,2025-08-28 23:00:00,Returned,CUST0196,Male,Mumbai,Maharashtra,PROD0088,Laptops Product 88,Electronics,Laptops,1,39655.27,0,39655.27,15310.16,285.12,SELL018,SELL018,4.1,
ORD00531,2025-12-04 08:00:00,Shipped,CUST0138,Male,Kozhikode,Kerala,PROD0073,Women Product 73,Fashion,Women,2,40503.58,15,81007.16,24916.8,238.59,SELL021,SELL021,4.2,
ORD00532,2025-11-23 17:00:00,Delivered,CUST0246,Male,Chennai,Tamil Nadu,PROD0079,Education Product 79,Books,Education,1,12668.18,0,12668.18,5312.64,114.51,SELL036,SELL036,4.3,2
ORD00533,2025-11-19 05:00:00,Delivered,CUST0117,Male,Surat,Gujarat,PROD0005,Accessories Product 5,Electronics,Accessories,2,38653.95,15,77307.9,13247.18,302.55,SELL012,SELL012,4.8,2
ORD00534,2025-01-09 21:00:00,Shipped,CUST0132,Female,Warangal,Telangana,PROD0031,Sportswear Product 31,Sports,Sportswear,1,20024.46,5,20024.46,7509.05,83.2,SELL023,SELL023,4.2,
ORD00535,2025-11-25 13:00:00,Processing,CUST0037,Male,Chennai,Tamil Nadu,PROD0043,Smartphones Product 43,Electronics,Smartphones,1,10385.78,20,10385.78,318.85,322.3,SELL024,SELL024,4.4,
ORD00535,2025-11-25 13:00:00,Processing,CUST0037,Male,Chennai,Tamil Nadu,PROD0053,Accessories Product 53,Electronics,Accessories,1,49056.71,0,49056.71,18715.84,100.53,SELL011,SELL011,3.8,
ORD00536,2025-09-18 18:00:00,Delivered,CUST0262,Male,Thrissur,Kerala,PROD0085,Audio Product 85,Electronics,Audio,1,26780.02,20,26780.02,1955.74,66.87,SELL010,SELL010,4.2,9
ORD00537,2025-10-17 16:00:00,Returned,CUST0115,Male,New Delhi,Delhi,PROD0016,Technology Product 16,Books,Technology,2,29872.1,10,59744.2,20922.62,339.82,SELL034,SELL034,4.7,
ORD00538,2025-05-05 10:00:00,Delivered,CUST0151,Female,New Delhi,Delhi,PROD0096,Fitness Product 96,Sports,Fitness,2,39531.11,5,79062.22,21647.44,480.08,SELL008,SELL008,3.9,7
ORD00539,2025-12-01 15:00:00,Delivered,CUST0186,Male,Hyderabad,Telangana,PROD0017,Fiction Product 17,Books,Fiction,1,13303.94,15,13303.94,3103.67,346.83,SELL035,SELL035,4.6,3
ORD00540,2025-03-02 02:00:00,Delivered,CUST0161,Male,Vijayawada,Andhra Pradesh,PROD0099,Men Product 99,Fashion,Men,2,10809.97,15,21619.94,3269.3,37.29,SELL013,SELL013,5.0,6
ORD00541,2025-03-06 01:00:00,Shipped,CUST0052,Male,Thrissur,Kerala,PROD0066,Haircare Product 66,Beauty,Haircare,3,39299.28,15,117897.84,22164.18,196.55,SELL034,SELL034,4.7,
ORD00542,2025-06-22 18:00:00,Delivered,CUST0173,Female,Mysuru,Karnataka,PROD0046,Makeup Product 46,Beauty,Makeup,3,35771.83,10,107315.49,27017.19,378.13,SELL029,SELL029,3.6,7
ORD00543,2025-04-04 23:00:00,Shipped,CUST0069,Male,Mysuru,Karnataka,PROD0001,Audio Product 1,Electronics,Audio,1,22941.01,10,22941.01,6785.18,243.16,SELL038,SELL038,4.3,
ORD00544,2025-04-29 09:00:00,Delivered,CUST0050,Male,Surat,Gujarat,PROD0066,Haircare Product 66,Beauty,Haircare,1,43922.73,5,43922.73,12011.51,385.93,SELL028,SELL028,4.0,3
ORD00545,2025-09-23 08:00:00,Delivered,CUST0221,Female,Thrissur,Kerala,PROD0016,Technology Product 16,Books,Technology,1,31531.66,5,31531.66,12120.87,446.11,SELL019,SELL019,4.9,10
ORD00546,2025-04-29 21:00:00,Delivered,CUST0055,Female,Kozhikode,Kerala,PROD0022,Skincare Product 22,Beauty,Skincare,1,11520.52,0,11520.52,4756.33,448.6,SELL002,SELL002,4.5,5
ORD00547,2025-04-15 09:00:00,Cancelled,CUST0190,Female,Mysuru,Karnataka,PROD0059,Accessories Product 59,Electronics,Accessories,3,1880.95,10,5642.85,1853.19,462.02,SELL019,SELL019,4.9,
ORD00548,2025-05-15 02:00:00,Processing,CUST0253,Male,Madurai,Tamil Nadu,PROD0046,Makeup Product 46,Beauty,Makeup,2,39746.48,0,79492.96,25960.76,64.94,SELL006,SELL006,4.5,
ORD00549,2025-12-28 22:00:00,Delivered,CUST0038,Male,Madurai,Tamil Nadu,PROD0067,Accessories Product 67,Electronics,Accessories,2,3550.13,15,7100.26,1147.22,46.75,SELL036,SELL036,4.3,6
ORD00549,2025-12-28 22:00:00,Delivered,CUST0038,Male,Madurai,Tamil Nadu,PROD0041,Accessories Product 41,Fashion,Accessories,1,33135.6,5,33135.6,12644.75,439.89,SELL001,SELL001,4.5,9
ORD00549,2025-12-28 22:00:00,Delivered,CUST0038,Male,Madurai,Tamil Nadu,PROD0025,Women Product 25,Fashion,Women,2,29963.01,0,59926.02,24470.9,101.17,SELL015,SELL015,3.9,4
ORD00550,2025-03-09 06:00:00,Delivered,CUST0145,Female,Nagpur,Maharashtra,PROD0028,Education Product 28,Books,Education,1,11297.07,5,11297.07,3988.75,128.02,SELL028,SELL028,4.0,5
ORD00550,2025-03-09 06:00:00,Delivered,CUST0145,Female,Nagpur,Maharashtra,PROD0001,Audio Product 1,Electronics,Audio,1,22941.01,10,22941.01,6785.18,318.29,SELL012,SELL012,4.8,2
ORD00551,2025-06-03 07:00:00,Processing,CUST0093,Male,Nagpur,Maharashtra,PROD0077,Haircare Product 77,Beauty,Haircare,1,18757.67,0,18757.67,4576.26,132.9,SELL023,SELL023,4.2,
ORD00552,2025-08-03 14:00:00,Delivered,CUST0148,Female,Kozhikode,Kerala,PROD0041,Accessories Product 41,Fashion,Accessories,1,33135.6,5,33135.6,12644.75,90.19,SELL008,SELL008,3.9,7
ORD00553,2025-11-04 13:00:00,Delivered,CUST0251,Male,Vadodara,Gujarat,PROD0053,Accessories Product 53,Electronics,Accessories,1,49056.71,0,49056.71,18715.84,347.24,SELL004,SELL004,3.6,9
ORD00554,2025-07-24 08:00:00,Processing,CUST0218,Male,Surat,Gujarat,PROD0006,Appliances Product 6,Home & Kitchen,Appliances,1,30349.04,0,30349.04,9548.74,441.54,SELL020,SELL020,4.6,
ORD00555,2025-11-11 19:00:00,Delivered,CUST0057,Female,Tirupati,Andhra Pradesh,PROD0049,Skincare Product 49,Beauty,Skincare,3,27753.1,10,83259.3,26369.85,289.86,SELL022,SELL022,3.5,10
ORD00555,2025-11-11 19:00:00,Delivered,CUST0057,Female,Tirupati,Andhra Pradesh,PROD0012,Audio Product 12,Electronics,Audio,1,3352.65,5,3352.65,1321.59,123.27,SELL004,SELL004,3.6,4
ORD00556,2025-03-24 11:00:00,Delivered,CUST0149,Male,Visakhapatnam,Andhra Pradesh,PROD0005,Accessories Product 5,Electronics,Accessories,1,43201.48,5,43201.48,11171.12,257.9,SELL034,SELL034,4.7,6
ORD00556,2025-03-24 11:00:00,Delivered,CUST0149,Male,Visakhapatnam,Andhra Pradesh,PROD0003,Smartphones Product 3,Electronics,Smartphones,1,30846.67,0,30846.67,9657.84,326.83,SELL011,SELL011,3.8,7
ORD00556,2025-03-24 11:00:00,Delivered,CUST0149,Male,Visakhapatnam,Andhra Pradesh,PROD0097,Women Product 97,Fashion,Women,1,7477.07,10,7477.07,811.02,412.11,SELL016,SELL016,4.2,5
ORD00557,2025-02-09 02:00:00,Delivered,CUST0044,Female,Surat,Gujarat,PROD0096,Fitness Product 96,Sports,Fitness,1,41611.69,0,41611.69,12904.3,375.86,SELL035,SELL035,4.6,3
ORD00558,2025-08-06 16:00:00,Delivered,CUST0166,Female,Vijayawada,Andhra Pradesh,PROD0084,Skincare Product 84,Beauty,Skincare,1,44959.28,0,44959.28,14828.47,73.74,SELL037,SELL037,3.6,2
ORD00559,2025-05-06 12:00:00,Delivered,CUST0260,Female,Tirupati,Andhra Pradesh,PROD0070,Skincare Product 70,Beauty,Skincare,1,32837.51,5,32837.51,10545.41,41.7,SELL007,SELL007,4.3,10
ORD00560,2025-06-20 04:00:00,Shipped,CUST0160,Female,New Delhi,Delhi,PROD0063,Audio Product 63,Electronics,Audio,1,13842.53,0,13842.53,3241.61,319.75,SELL038,SELL038,4.3,
ORD00561,2025-04-30 01:00:00,Shipped,CUST0291,Female,Kozhikode,Kerala,PROD0020,Education Product 20,Books,Education,1,24269.93,5,24269.93,10093.16,221.07,SELL003,SELL003,4.7,
ORD00562,2025-09-13 10:00:00,Cancelled,CUST0280,Male,Thrissur,Kerala,PROD0072,Fiction Product 72,Books,Fiction,3,3784.14,5,11352.42,2723.07,66.43,SELL006,SELL006,4.5,
ORD00563,2025-04-12 14:00:00,Processing,CUST0086,Female,Hyderabad,Telangana,PROD0081,Fitness Product 81,Sports,Fitness,1,11946.05,10,11946.05,3712.86,287.13,SELL034,SELL034,4.7,
ORD00564,2025-09-25 10:00:00,Delivered,CUST0139,Female,Nagpur,Maharashtra,PROD0067,Accessories Product 67,Electronics,Accessories,2,3341.3,20,6682.6,729.56,204.49,SELL014,SELL014,4.3,3
ORD00565,2025-03-26 16:00:00,Delivered,CUST0070,Female,Madurai,Tamil Nadu,PROD0061,Makeup Product 61,Beauty,Makeup,4,23801.64,0,95206.56,41901.6,359.69,SELL005,SELL005,3.8,4
ORD00566,2025-11-16 14:00:00,Delivered,CUST0032,Female,Vijayawada,Andhra Pradesh,PROD0045,Women Product 45,Fashion,Women,3,15232.27,0,45696.81,19974.42,415.75,SELL001,SELL001,4.5,6
ORD00566,2025-11-16 14:00:00,Delivered,CUST0032,Female,Vijayawada,Andhra Pradesh,PROD0081,Fitness Product 81,Sports,Fitness,1,13273.39,0,13273.39,5040.2,323.52,SELL028,SELL028,4.0,8
ORD00567,2025-10-31 04:00:00,Delivered,CUST0040,Male,Tirupati,Andhra Pradesh,PROD0017,Fiction Product 17,Books,Fiction,1,14086.53,10,14086.53,3886.26,185.18,SELL034,SELL034,4.7,6
ORD00568,2025-03-28 00:00:00,Shipped,CUST0108,Female,New Delhi,Delhi,PROD0019,Technology Product 19,Books,Technology,2,45644.29,0,91288.58,38776.44,451.1,SELL031,SELL031,3.6,
ORD00568,2025-03-28 00:00:00,Shipped,CUST0108,Female,New Delhi,Delhi,PROD0022,Skincare Product 22,Beauty,Skincare,1,9792.44,15,9792.44,3028.25,229.94,SELL004,SELL004,3.6,
ORD00569,2025-07-21 12:00:00,Shipped,CUST0287,Female,Visakhapatnam,Andhra Pradesh,PROD0041,Accessories Product 41,Fashion,Accessories,2,29647.64,15,59295.28,18313.58,479.02,SELL006,SELL006,4.5,
ORD00569,2025-07-21 12:00:00,Shipped,CUST0287,Female,Visakhapatnam,Andhra Pradesh,PROD0068,Appliances Product 68,Home & Kitchen,Appliances,2,13795.73,15,27591.46,9036.42,293.43,SELL018,SELL018,4.1,
ORD00570,2025-10-13 13:00:00,Delivered,CUST0062,Female,Thrissur,Kerala,PROD0099,Men Product 99,Fashion,Men,2,12717.61,0,25435.22,7084.58,293.1,SELL023,SELL023,4.2,5
ORD00570,2025-10-13 13:00:00,Delivered,CUST0062,Female,Thrissur,Kerala,PROD0086,Sportswear Product 86,Sports,Sportswear,1,14695.52,0,14695.52,5422.82,381.39,SELL013,SELL013,5.0,9
ORD00571,2025-06-18 03:00:00,Processing,CUST0159,Male,Nizamabad,Telangana,PROD0035,Accessories Product 35,Fashion,Accessories,1,40760.08,10,40760.08,14049.36,217.2,SELL003,SELL003,4.7,
ORD00572,2025-01-16 22:00:00,Processing,CUST0293,Female,Visakhapatnam,Andhra Pradesh,PROD0061,Makeup Product 61,Beauty,Makeup,2,23801.64,0,47603.28,20950.8,43.55,SELL035,SELL035,4.6,
ORD00573,2025-08-03 03:00:00,Delivered,CUST0043,Female,Vijayawada,Andhra Pradesh,PROD0070,Skincare Product 70,Beauty,Skincare,4,34565.8,0,138263.2,49094.8,318.58,SELL018,SELL018,4.1,10
ORD00574,2025-12-30 05:00:00,Processing,CUST0163,Male,Vijayawada,Andhra Pradesh,PROD0086,Sportswear Product 86,Sports,Sportswear,1,13225.97,10,13225.97,3953.27,58.9,SELL026,SELL026,4.3,
ORD00575,2025-05-17 02:00:00,Delivered,CUST0076,Male,Mysuru,Karnataka,PROD0053,Accessories Product 53,Electronics,Accessories,1,46603.87,5,46603.87,16263.0,85.33,SELL001,SELL001,4.5,8
ORD00575,2025-05-17 02:00:00,Delivered,CUST0076,Male,Mysuru,Karnataka,PROD0023,Audio Product 23,Electronics,Audio,1,38034.28,10,38034.28,13637.06,296.11,SELL030,SELL030,4.3,4
ORD00576,2025-06-12 18:00:00,Delivered,CUST0096,Female,Pune,Maharashtra,PROD0082,Skincare Product 82,Beauty,Skincare,1,42346.29,15,42346.29,11104.41,473.32,SELL024,SELL024,4.4,6
ORD00577,2025-06-08 01:00:00,Delivered,CUST0068,Male,Vijayawada,Andhra Pradesh,PROD0053,Accessories Product 53,Electronics,Accessories,2,49056.71,0,98113.42,37431.68,123.64,SELL015,SELL015,3.9,5
ORD00578,2025-07-01 18:00:00,Delivered,CUST0251,Male,Vadodara,Gujarat,PROD0088,Laptops Product 88,Electronics,Laptops,3,37672.51,5,113017.53,39982.2,103.18,SELL003,SELL003,4.7,2
ORD00578,2025-07-01 18:00:00,Delivered,CUST0251,Male,Vadodara,Gujarat,PROD0022,Skincare Product 22,Beauty,Skincare,1,10368.47,10,10368.47,3604.28,193.05,SELL037,SELL037,3.6,3
ORD00579,2025-06-25 22:00:00,Cancelled,CUST0107,Female,Mysuru,Karnataka,PROD0066,Haircare Product 66,Beauty,Haircare,1,43922.73,5,43922.73,12011.51,44.78,SELL014,SELL014,4.3,
ORD00580,2025-10-28 10:00:00,Delivered,CUST0240,Male,New Delhi,Delhi,PROD0090,Makeup Product 90,Beauty,Makeup,1,5700.2,15,5700.2,410.77,33.71,SELL007,SELL007,4.3,6
ORD00581,2025-07-03 09:00:00,Delivered,CUST0096,Female,Pune,Maharashtra,PROD0079,Education Product 79,Books,Education,1,11401.36,10,11401.36,4045.82,373.55,SELL030,SELL030,4.3,8
ORD00582,2025-12-14 12:00:00,Delivered,CUST0248,Male,Mumbai,Maharashtra,PROD0065,Haircare Product 65,Beauty,Haircare,1,48692.75,0,48692.75,15388.13,301.42,SELL027,SELL027,3.7,2
ORD00582,2025-12-14 12:00:00,Delivered,CUST0248,Male,Mumbai,Maharashtra,PROD0014,Technology Product 14,Books,Technology,1,41510.88,5,41510.88,13545.32,463.51,SELL038,SELL038,4.3,8
ORD00583,2025-04-12 18:00:00,Delivered,CUST0269,Female,Chennai,Tamil Nadu,PROD0012,Audio Product 12,Electronics,Audio,2,3352.65,5,6705.3,2643.18,107.71,SELL010,SELL010,4.2,8
ORD00583,2025-04-12 18:00:00,Delivered,CUST0269,Female,Chennai,Tamil Nadu,PROD0040,Audio Product 40,Electronics,Audio,2,39621.19,0,79242.38,32715.06,110.87,SELL001,SELL001,4.5,8
ORD00583,2025-04-12 18:00:00,Delivered,CUST0269,Female,Chennai,Tamil Nadu,PROD0099,Men Product 99,Fashion,Men,1,12717.61,0,12717.61,3542.29,125.56,SELL020,SELL020,4.6,3
ORD00584,2025-09-02 05:00:00,Delivered,CUST0003,Male,Ahmedabad,Gujarat,PROD0061,Makeup Product 61,Beauty,Makeup,2,21421.48,10,42842.96,16190.48,388.64,SELL025,SELL025,3.9,2
ORD00584,2025-09-02 05:00:00,Delivered,CUST0003,Male,Ahmedabad,Gujarat,PROD0086,Sportswear Product 86,Sports,Sportswear,1,14695.52,0,14695.52,5422.82,469.57,SELL007,SELL007,4.3,8
ORD00585,2025-10-01 02:00:00,Delivered,CUST0202,Female,New Delhi,Delhi,PROD0078,Fitness Product 78,Sports,Fitness,2,25261.1,5,50522.2,15557.16,189.73,SELL012,SELL012,4.8,8
ORD00586,2025-03-12 15:00:00,Delivered,CUST0118,Female,Surat,Gujarat,PROD0084,Skincare Product 84,Beauty,Skincare,1,44959.28,0,44959.28,14828.47,211.8,SELL012,SELL012,4.8,5
ORD00587,2025-03-25 12:00:00,Delivered,CUST0092,Female,New Delhi,Delhi,PROD0088,Laptops Product 88,Electronics,Laptops,2,37672.51,5,75345.02,26654.8,409.25,SELL007,SELL007,4.3,9
ORD00588,2025-09-06 20:00:00,Cancelled,CUST0006,Male,Mangaluru,Karnataka,PROD0034,Fitness Product 34,Sports,Fitness,1,12267.1,15,12267.1,1356.0,241.63,SELL008,SELL008,3.9,
ORD00589,2025-02-27 05:00:00,Returned,CUST0187,Male,Kochi,Kerala,PROD0020,Education Product 20,Books,Education,1,21715.2,15,21715.2,7538.43,307.37,SELL001,SELL001,4.5,
ORD00590,2025-08-11 01:00:00,Delivered,CUST0233,Male,Coimbatore,Tamil Nadu,PROD0007,Accessories Product 7,Electronics,Accessories,2,5399.22,0,10798.44,2237.82,188.61,SELL039,SELL039,4.8,6
ORD00591,2025-05-17 05:00:00,Delivered,CUST0278,Male,Vijayawada,Andhra Pradesh,PROD0005,Accessories Product 5,Electronics,Accessories,1,40927.72,10,40927.72,8897.36,279.7,SELL039,SELL039,4.8,3
ORD00592,2025-11-21 15:00:00,Delivered,CUST0075,Male,Mangaluru,Karnataka,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,1,43681.85,0,43681.85,19041.42,183.5,SELL034,SELL034,4.7,4
ORD00592,2025-11-21 15:00:00,Delivered,CUST0075,Male,Mangaluru,Karnataka,PROD0094,Accessories Product 94,Electronics,Accessories,1,18740.16,20,18740.16,2584.1,329.77,SELL003,SELL003,4.7,3
ORD00593,2025-11-23 23:00:00,Delivered,CUST0173,Female,Mysuru,Karnataka,PROD0093,Fitness Product 93,Sports,Fitness,2,6160.76,5,12321.52,4077.8,84.72,SELL006,SELL006,4.5,10
ORD00593,2025-11-23 23:00:00,Delivered,CUST0173,Female,Mysuru,Karnataka,PROD0084,Skincare Product 84,Beauty,Skincare,1,35967.42,20,35967.42,5836.61,319.32,SELL013,SELL013,5.0,9
ORD00594,2025-07-11 18:00:00,Delivered,CUST0026,Male,New Delhi,Delhi,PROD0100,Outdoor Product 100,Sports,Outdoor,1,6477.22,0,6477.22,2385.15,217.38,SELL018,SELL018,4.1,2
