review_id,order_id,customer_id,rating,sentiment,review_date
REV00463,ORD00634,CUST0058,4,Positive,2025-09-06
REV00464,ORD00635,CUST0245,3,Neutral,2025-09-20
REV00465,ORD00636,CUST0095,5,Positive,2025-12-07
REV00466,ORD00637,CUST0198,5,Positive,2025-12-10
REV00467,ORD00638,CUST0208,5,Positive,2025-09-07
REV00468,ORD00639,CUST0135,4,Positive,2025-02-06
REV00469,ORD00642,CUST0218,3,Neutral,2025-05-03
REV00470,ORD00643,CUST0160,5,Positive,2025-05-02
REV00471,ORD00644,CUST0201,5,Positive,2025-11-18
REV00472,ORD00645,CUST0233,4,Positive,2025-04-02
REV00473,ORD00646,CUST0124,5,Positive,2025-12-17
REV00474,ORD00647,CUST0183,5,Positive,2025-02-26
REV00475,ORD00648,CUST0266,4,Positive,2025-12-22
REV00476,ORD00650,CUST0051,5,Positive,2025-06-09
REV00477,ORD00652,CUST0117,4,Positive,2025-06-25
REV00478,ORD00653,CUST0082,2,Negative,2025-04-11
REV00479,ORD00655,CUST0126,4,Positive,2025-10-28
REV00480,ORD00656,CUST0099,2,Negative,2025-08-06
REV00481,ORD00657,CUST0165,4,Positive,2026-01-02
REV00482,ORD00659,CUST0111,4,Positive,2025-12-18
REV00483,ORD00660,CUST0062,2,Negative,2025-02-20
REV00484,ORD00661,CUST0294,3,Neutral,2026-01-08
REV00485,ORD00662,CUST0103,4,Positive,2025-05-17
REV00486,ORD00663,CUST0289,4,Positive,2025-07-18
REV00487,ORD00664,CUST0260,2,Negative,2025-04-06
REV00488,ORD00666,CUST0051,3,Neutral,2025-10-09
REV00489,ORD00667,CUST0207,4,Positive,2025-08-14
REV00490,ORD00669,CUST0027,2,Negative,2025-12-25
REV00491,ORD00672,CUST0159,5,Positive,2025-04-29
REV00492,ORD00674,CUST0204,5,Positive,2025-05-30
REV00493,ORD00675,CUST0124,3,Neutral,2025-08-15
REV00494,ORD00676,CUST0201,3,Neutral,2025-08-02
REV00495,ORD00677,CUST0163,4,Positive,2025-02-13
REV00496,ORD00680,CUST0117,4,Positive,2025-08-12
REV00497,ORD00681,CUST0106,5,Positive,2025-05-21
REV00498,ORD00682,CUST0027,5,Positive,2025-04-30
REV00499,ORD00683,CUST0162,5,Positive,2025-11-22
REV00500,ORD00684,CUST0104,5,Positive,2025-03-26
REV00501,ORD00685,CUST0213,4,Positive,2025-03-05
REV00502,ORD00687,CUST0036,4,Positive,2025-04-18
REV00503,ORD00688,CUST0009,5,Positive,2025-11-25
REV00504,ORD00690,CUST0010,4,Positive,2025-06-14
REV00505,ORD00691,CUST0043,3,Neutral,2025-08-28
REV00506,ORD00692,CUST0045,3,Neutral,2025-02-12
REV00507,ORD00693,CUST0199,5,Positive,2025-06-21
REV00508,ORD00694,CUST0203,5,Positive,2025-11-26
REV00509,ORD00696,CUST0292,1,Negative,2025-05-28
REV00510,ORD00698,CUST0163,5,Positive,2025-08-03
REV00511,ORD00699,CUST0143,5,Positive,2025-05-12
REV00512,ORD00701,CUST0244,4,Positive,2025-06-03
REV00513,ORD00702,CUST0035,4,Positive,2025-08-29
REV00514,ORD00704,CUST0145,5,Positive,2025-05-14
REV00515,ORD00705,CUST0229,5,Positive,2025-11-22
REV00516,ORD00706,CUST0027,3,Neutral,2025-07-07
REV00517,ORD00709,CUST0230,5,Positive,2025-03-29
REV00518,ORD00710,CUST0071,4,Positive,2025-09-22
REV00519,ORD00711,CUST0118,4,Positive,2025-11-13
REV00520,ORD00712,CUST0199,5,Positive,2025-03-31
REV00521,ORD00716,CUST0039,5,Positive,2025-05-26
REV00522,ORD00717,CUST0244,4,Positive,2025-04-07
REV00523,ORD00719,CUST0223,4,Positive,2025-11-02
REV00524,ORD00720,CUST0277,4,Positive,2025-03-31
REV00525,ORD00722,CUST0075,5,Positive,2025-11-12
REV00526,ORD00723,CUST0172,5,Positive,2025-09-19
REV00527,ORD00724,CUST0124,1,Negative,2025-08-07
REV00528,ORD00725,CUST0176,5,Positive,2025-08-01
REV00529,ORD00726,CUST0276,4,Positive,2025-03-08
REV00530,ORD00727,CUST0111,5,Positive,2025-11-14
REV00531,ORD00730,CUST0118,5,Positive,2025-08-29
REV00532,ORD00732,CUST0071,2,Negative,2025-03-06
REV00533,ORD00736,CUST0135,4,Positive,2025-08-15
REV00534,ORD00737,CUST0209,5,Positive,2025-12-09
REV00535,ORD00738,CUST0156,4,Positive,2025-10-06
REV00536,ORD00739,CUST0251,3,Neutral,2025-07-06
REV00537,ORD00740,CUST0099,4,Positive,2025-07-10
REV00538,ORD00741,CUST0284,5,Positive,2025-06-30
REV00539,ORD00742,CUST0276,5,Positive,2025-07-14
REV00540,ORD00743,CUST0142,5,Positive,2025-09-22
REV00541,ORD00744,CUST0022,5,Positive,2025-02-15
REV00542,ORD00745,CUST0146,5,Positive,2025-08-23
REV00543,ORD00746,CUST0105,5,Positive,2025-10-14
REV00544,ORD00747,CUST0144,5,Positive,2025-03-10
REV00545,ORD00748,CUST0195,4,Positive,2025-01-16
REV00546,ORD00749,CUST0194,5,Positive,2025-04-01
REV00547,ORD00752,CUST0048,3,Neutral,2025-11-16
REV00548,ORD00754,CUST0284,4,Positive,2025-07-21
REV00549,ORD00755,CUST0294,5,Positive,2025-06-06
REV00550,ORD00756,CUST0282,4,Positive,2025-10-18
REV00551,ORD00757,CUST0013,3,Neutral,2025-06-13
REV00552,ORD00758,CUST0117,4,Positive,2025-08-24
REV00553,ORD00759,CUST0182,5,Positive,2025-09-30
REV00554,ORD00760,CUST0031,5,Positive,2025-01-30
REV00555,ORD00761,CUST0222,5,Positive,2025-09-29
REV00556,ORD00762,CUST0048,4,Positive,2025-11-20
REV00557,ORD00764,CUST0191,1,Negative,2025-09-15
REV00558,ORD00766,CUST0113,5,Positive,2025-05-12
REV00559,ORD00767,CUST0161,5,Positive,2025-02-04
REV00560,ORD00769,CUST0188,5,Positive,2025-12-22
REV00561,ORD00773,CUST0145,4,Positive,2025-07-04
REV00562,ORD00774,CUST0099,4,Positive,2025-07-11
REV00563,ORD00775,CUST0162,4,Positive,2025-10-28
REV00564,ORD00776,CUST0104,3,Neutral,2025-04-21
REV00565,ORD00778,CUST0023,4,Positive,2025-06-06
REV00566,ORD00780,CUST0141,5,Positive,2025-10-21
REV00567,ORD00781,CUST0169,5,Positive,2025-04-16
REV00568,ORD00783,CUST0123,5,Positive,2025-02-16
REV00569,ORD00785,CUST0207,4,Positive,2025-04-21
REV00570,ORD00786,CUST0293,2,Negative,2025-07-07
REV00571,ORD00787,CUST0243,5,Positive,2025-09-17
REV00572,ORD00788,CUST0133,4,Positive,2025-07-19
REV00573,ORD00791,CUST0127,5,Positive,2025-02-19
REV00574,ORD00792,CUST0253,3,Neutral,2025-10-13
REV00575,ORD00794,CUST0128,3,Neutral,2025-03-15
REV00576,ORD00795,CUST0076,5,Positive,2025-12-07
REV00577,ORD00796,CUST0251,3,Neutral,2025-09-10
REV00578,ORD00797,CUST0243,3,Neutral,2025-10-08
REV00579,ORD00799,CUST0207,5,Positive,2025-01-13
REV00580,ORD00800,CUST0077,3,Neutral,2025-01-19
REV00581,ORD00801,CUST0206,3,Neutral,2025-12-28
REV00582,ORD00802,CUST0009,3,Neutral,2026-01-09
REV00583,ORD00803,CUST0210,5,Positive,2025-03-06
REV00584,ORD00804,CUST0244,4,Positive,2025-12-21
REV00585,ORD00806,CUST0120,5,Positive,2025-02-04
REV00586,ORD00808,CUST0109,5,Positive,2025-02-27
REV00587,ORD00809,CUST0169,5,Positive,2025-08-22
REV00588,ORD00812,CUST0046,1,Negative,2025-09-25
REV00589,ORD00813,CUST0013,2,Negative,2025-01-18
REV00590,ORD00814,CUST0077,4,Positive,2025-07-17
REV00591,ORD00815,CUST0268,2,Negative,2025-02-27
REV00592,ORD00818,CUST0009,5,Positive,2025-12-04
REV00593,ORD00819,CUST0003,5,Positive,2025-05-28
REV00594,ORD00820,CUST0138,1,Negative,2025-05-20
REV00595,ORD00822,CUST0200,4,Positive,2025-04-06
REV00596,ORD00823,CUST0144,5,Positive,2025-06-01
REV00597,ORD00825,CUST0053,4,Positive,2025-02-19
REV00598,ORD00826,CUST0040,5,Positive,2025-03-01
REV00599,ORD00827,CUST0136,4,Positive,2025-05-31
REV00600,ORD00828,CUST0270,5,Positive,2025-12-02
REV00601,ORD00829,CUST0259,5,Positive,2025-03-30
REV00602,ORD00832,CUST0131,3,Neutral,2025-07-12
REV00603,ORD00834,CUST0271,4,Positive,2025-03-13
REV00604,ORD00835,CUST0232,4,Positive,2025-05-27
REV00605,ORD00837,CUST0292,2,Negative,2025-11-28
REV00606,ORD00838,CUST0016,5,Positive,2025-12-10
REV00607,ORD00839,CUST0175,4,Positive,2025-01-31
REV00608,ORD00840,CUST0051,5,Positive,2025-12-22
REV00609,ORD00842,CUST0200,2,Negative,2025-02-20
REV00610,ORD00843,CUST0029,4,Positive,2025-11-20
REV00611,ORD00844,CUST0139,1,Negative,2025-01-13
REV00612,ORD00845,CUST0252,2,Negative,2025-11-25
REV00613,ORD00847,CUST0238,5,Positive,2025-01-12
REV00614,ORD00850,CUST0256,4,Positive,2025-12-23
REV00615,ORD00851,CUST0088,1,Negative,2025-10-30
REV00616,ORD00853,CUST0187,1,Negative,2025-01-14
REV00617,ORD00854,CUST0277,4,Positive,2025-08-21
REV00618,ORD00856,CUST0018,5,Positive,2025-11-09
REV00619,ORD00857,CUST0226,4,Positive,2025-02-20
REV00620,ORD00860,CUST0200,3,Neutral,2025-08-02
REV00621,ORD00861,CUST0202,4,Positive,2025-09-02
REV00622,ORD00862,CUST0100,5,Positive,2025-10-21
REV00623,ORD00863,CUST0086,4,Positive,2025-11-05
REV00624,ORD00865,CUST0115,5,Positive,2025-01-12
REV00625,ORD00866,CUST0202,5,Positive,2025-06-25
REV00626,ORD00867,CUST0050,4,Positive,2025-05-20
REV00627,ORD00869,CUST0286,4,Positive,2025-08-18
REV00628,ORD00870,CUST0278,5,Positive,2025-11-23
REV00629,ORD00871,CUST0022,4,Positive,2025-03-29
REV00630,ORD00872,CUST0003,4,Positive,2025-07-02
REV00631,ORD00873,CUST0074,5,Positive,2025-09-20
REV00632,ORD00874,CUST0189,2,Negative,2025-05-30
REV00633,ORD00875,CUST0047,3,Neutral,2025-10-01
REV00634,ORD00876,CUST0180,4,Positive,2025-09-19
REV00635,ORD00877,CUST0196,5,Positive,2025-12-05
REV00636,ORD00878,CUST0167,5,Positive,2025-04-13
REV00637,ORD00879,CUST0284,3,Neutral,2025-10-23
REV00638,ORD00880,CUST0149,2,Negative,2025-05-10
REV00639,ORD00881,CUST0170,5,Positive,2025-05-16
REV00640,ORD00882,CUST0067,4,Positive,2025-04-07
REV00641,ORD00885,CUST0293,4,Positive,2025-02-22
REV00642,ORD00888,CUST0128,4,Positive,2025-04-30
REV00643,ORD00890,CUST0077,5,Positive,2025-11-10
REV00644,ORD00891,CUST0292,4,Positive,2025-11-15
REV00645,ORD00892,CUST0199,4,Positive,2025-06-10
REV00646,ORD00894,CUST0004,4,Positive,2025-05-05
REV00647,ORD00895,CUST0034,1,Negative,2025-07-12
REV00648,ORD00896,CUST0285,3,Neutral,2025-02-18
REV00649,ORD00897,CUST0022,3,Neutral,2025-10-09
REV00650,ORD00899,CUST0090,4,Positive,2025-03-12
REV00651,ORD00900,CUST0102,4,Positive,2025-12-30
REV00652,ORD00902,CUST0035,4,Positive,2025-11-02
REV00653,ORD00903,CUST0203,4,Positive,2025-11-21
REV00654,ORD00904,CUST0051,4,Positive,2025-04-07
REV00655,ORD00905,CUST0149,4,Positive,2025-11-13
REV00656,ORD00909,CUST0232,1,Negative,2025-07-19
REV00657,ORD00910,CUST0164,5,Positive,2025-09-20
REV00658,ORD00911,CUST0139,3,Neutral,2025-04-15
REV00659,ORD00912,CUST0182,5,Positive,2025-05-17
REV00660,ORD00913,CUST0286,3,Neutral,2025-05-09
REV00661,ORD00914,CUST0197,3,Neutral,2025-10-20
REV00662,ORD00915,CUST0297,4,Positive,2025-05-15
REV00663,ORD00917,CUST0128,3,Neutral,2025-07-08
REV00664,ORD00920,CUST0075,3,Neutral,2025-03-03
REV00665,ORD00921,CUST0026,2,Negative,2025-03-15
REV00666,ORD00922,CUST0041,1,Negative,2025-08-07
REV00667,ORD00923,CUST0294,4,Positive,2025-06-19
REV00668,ORD00924,CUST0026,5,Positive,2025-06-29
REV00669,ORD00925,CUST0114,4,Positive,2025-04-22
REV00670,ORD00929,CUST0140,5,Positive,2025-09-03
REV00671,ORD00930,CUST0176,3,Neutral,2025-05-09
REV00672,ORD00932,CUST0058,5,Positive,2025-03-20
REV00673,ORD00933,CUST0251,5,Positive,2025-03-31
REV00674,ORD00937,CUST0165,4,Positive,2025-05-22
REV00675,ORD00938,CUST0080,5,Positive,2026-01-08
REV00676,ORD00939,CUST0196,2,Negative,2026-01-18
REV00677,ORD00940,CUST0256,3,Neutral,2025-01-19
REV00678,ORD00941,CUST0060,1,Negative,2025-01-12
REV00679,ORD00945,CUST0047,4,Positive,2026-01-09
REV00680,ORD00946,CUST0288,3,Neutral,2025-04-25
REV00681,ORD00948,CUST0268,3,Neutral,2025-10-30
REV00682,ORD00949,CUST0039,4,Positive,2025-03-09
REV00683,ORD00950,CUST0039,4,Positive,2025-08-22
REV00684,ORD00951,CUST0164,2,Negative,2025-08-18
REV00685,ORD00952,CUST0109,4,Positive,2025-03-29
REV00686,ORD00953,CUST0094,2,Negative,2025-03-27
REV00687,ORD00955,CUST0045,5,Positive,2025-09-29
REV00688,ORD00956,CUST0068,3,Neutral,2025-11-04
REV00689,ORD00957,CUST0079,5,Positive,2025-07-09
REV00690,ORD00958,CUST0173,3,Neutral,2025-04-07
REV00691,ORD00959,CUST0258,4,Positive,2025-04-20
REV00692,ORD00960,CUST0026,2,Negative,2025-07-26
REV00693,ORD00961,CUST0237,5,Positive,2025-09-30
REV00694,ORD00962,CUST0120,5,Positive,2025-06-13
REV00695,ORD00963,CUST0081,4,Positive,2025-08-14
REV00696,ORD00964,CUST0017,4,Positive,2025-08-15
REV00697,ORD00965,CUST0119,4,Positive,2025-12-11
REV00698,ORD00966,CUST0110,4,Positive,2025-08-15
REV00699,ORD00967,CUST0280,4,Positive,2025-07-05
REV00700,ORD00968,CUST0204,3,Neutral,2025-10-26
REV00701,ORD00969,CUST0112,5,Positive,2025-12-13
REV00702,ORD00970,CUST0147,5,Positive,2025-03-16
REV00703,ORD00974,CUST0215,1,Negative,2025-12-26
REV00704,ORD00975,CUST0059,2,Negative,2025-03-06
REV00705,ORD00976,CUST0064,2,Negative,2025-10-15
REV00706,ORD00978,CUST0035,4,Positive,2025-10-15
REV00707,ORD00979,CUST0245,5,Positive,2025-04-02
REV00708,ORD00980,CUST0068,5,Positive,2025-09-29
REV00709,ORD00981,CUST0142,2,Negative,2026-01-04
REV00710,ORD00983,CUST0050,4,Positive,2025-11-12
REV00711,ORD00984,CUST0082,5,Positive,2025-11-03
REV00712,ORD00985,CUST0061,4,Positive,2025-08-14
REV00713,ORD00986,CUST0298,5,Positive,2025-06-10
REV00714,ORD00987,CUST0086,5,Positive,2025-08-26
REV00715,ORD00990,CUST0124,5,Positive,2025-02-19
REV00716,ORD00991,CUST0256,4,Positive,2025-06-21
REV00717,ORD00992,CUST0294,5,Positive,2025-06-27
REV00718,ORD00993,CUST0058,5,Positive,2025-05-13
REV00719,ORD00995,CUST0010,5,Positive,2025-01-26
REV00720,ORD00996,CUST0163,5,Positive,2025-03-24
REV00721,ORD00997,CUST0271,2,Negative,2025-08-02
REV00722,ORD01000,CUST0112,4,Positive,2025-07-25
REV00723,ORD01001,CUST0096,3,Neutral,2025-11-07
REV00724,ORD01002,CUST0117,2,Negative,2026-01-09
REV00725,ORD01003,CUST0219,5,Positive,2025-03-05
REV00726,ORD01004,CUST0114,3,Neutral,2025-10-20
REV00727,ORD01005,CUST0261,5,Positive,2025-01-22
REV00728,ORD01006,CUST0208,5,Positive,2025-02-03
REV00729,ORD01009,CUST0188,5,Positive,2025-07-27
REV00730,ORD01010,CUST0037,4,Positive,2025-02-16
REV00731,ORD01011,CUST0031,5,Positive,2025-09-16
REV00732,ORD01013,CUST0274,5,Positive,2025-11-27
REV00733,ORD01015,CUST0179,3,Neutral,2025-09-22
REV00734,ORD01016,CUST0231,4,Positive,2025-06-11
REV00735,ORD01017,CUST0198,5,Positive,2025-06-09
REV00736,ORD01018,CUST0239,4,Positive,2025-01-24
REV00737,ORD01019,CUST0292,5,Positive,2025-06-25
REV00738,ORD01020,CUST0157,4,Positive,2025-11-16
REV00739,ORD01022,CUST0139,5,Positive,2025-03-08
REV00740,ORD01023,CUST0190,5,Positive,2025-07-01
REV00741,ORD01024,CUST0291,4,Positive,2025-02-05
REV00742,ORD01025,CUST0170,3,Neutral,2025-11-05
REV00743,ORD01026,CUST0168,3,Neutral,2025-08-01
REV00744,ORD01027,CUST0100,5,Positive,2025-06-27
REV00745,ORD01028,CUST0015,3,Neutral,2025-01-20
REV00746,ORD01032,CUST0162,3,Neutral,2025-05-14
REV00747,ORD01033,CUST0024,2,Negative,2025-03-20
REV00748,ORD01038,CUST0026,4,Positive,2025-12-21
REV00749,ORD01039,CUST0057,3,Neutral,2025-09-24
REV00750,ORD01042,CUST0179,5,Positive,2025-02-18
REV00751,ORD01043,CUST0213,5,Positive,2025-05-07
REV00752,ORD01045,CUST0093,5,Positive,2025-01-25
REV00753,ORD01046,CUST0140,5,Positive,2025-11-08
REV00754,ORD01047,CUST0058,4,Positive,2026-01-14
REV00755,ORD01049,CUST0267,3,Neutral,2025-06-19
REV00756,ORD01051,CUST0058,5,Positive,2025-02-21
REV00757,ORD01052,CUST0282,5,Positive,2025-01-23
REV00758,ORD01053,CUST0092,4,Positive,2025-05-22
REV00759,ORD01054,CUST0031,4,Positive,2025-08-23
REV00760,ORD01055,CUST0259,5,Positive,2025-06-30
REV00761,ORD01056,CUST0116,1,Negative,2025-11-27
REV00762,ORD01057,CUST0268,4,Positive,2025-03-13
REV00763,ORD01058,CUST0274,5,Positive,2025-12-10
REV00764,ORD01059,CUST0274,3,Neutral,2025-07-26
REV00765,ORD01060,CUST0223,5,Positive,2025-11-29
REV00766,ORD01061,CUST0033,4,Positive,2025-08-27
REV00767,ORD01062,CUST0142,5,Positive,2025-02-27
REV00768,ORD01063,CUST0274,3,Neutral,2025-02-27
REV00769,ORD01064,CUST0084,5,Positive,2025-07-26
REV00770,ORD01066,CUST0055,2,Negative,2025-10-21
REV00771,ORD01067,CUST0290,4,Positive,2025-04-16
REV00772,ORD01068,CUST0213,4,Positive,2025-11-29
REV00773,ORD01070,CUST0064,5,Positive,2025-11-21
REV00774,ORD01073,CUST0242,4,Positive,2025-05-14
REV00775,ORD01074,CUST0088,2,Negative,2025-04-15
REV00776,ORD01075,CUST0027,4,Positive,2025-10-16
REV00777,ORD01076,CUST0152,5,Positive,2025-03-17
REV00778,ORD01077,CUST0094,2,Negative,2025-08-18
REV00779,ORD01078,CUST0210,5,Positive,2025-06-24
REV00780,ORD01080,CUST0027,5,Positive,2025-11-21
REV00781,ORD01081,CUST0084,4,Positive,2025-03-06
REV00782,ORD01082,CUST0299,5,Positive,2025-07-13
REV00783,ORD01084,CUST0169,2,Negative,2025-03-01
REV00784,ORD01085,CUST0252,4,Positive,2025-10-22
REV00785,ORD01089,CUST0154,4,Positive,2025-05-01
REV00786,ORD01090,CUST0221,5,Positive,2025-02-21
REV00787,ORD01091,CUST0195,5,Positive,2025-06-12
REV00788,ORD01092,CUST0210,5,Positive,2025-01-19
REV00789,ORD01093,CUST0166,3,Neutral,2025-11-29
REV00790,ORD01094,CUST0005,5,Positive,2025-05-31
REV00791,ORD01096,CUST0261,4,Positive,2025-09-09
REV00792,ORD01097,CUST0062,4,Positive,2025-03-05
REV00793,ORD01098,CUST0110,5,Positive,2025-08-11
REV00794,ORD01099,CUST0012,1,Negative,2025-04-19
REV00795,ORD01100,CUST0231,4,Positive,2025-09-03
REV00796,ORD01102,CUST0286,3,Neutral,2025-09-11
REV00797,ORD01103,CUST0110,4,Positive,2025-04-15
REV00798,ORD01104,CUST0087,2,Negative,2025-02-07
REV00799,ORD01105,CUST0070,4,Positive,2025-07-04
REV00800,ORD01107,CUST0209,3,Neutral,2025-03-19
REV00801,ORD01108,CUST0139,1,Negative,2025-02-19
REV00802,ORD01109,CUST0216,3,Neutral,2025-12-08
REV00803,ORD01110,CUST0184,4,Positive,2025-11-10
REV00804,ORD01112,CUST0225,5,Positive,2025-12-21
REV00805,ORD01113,CUST0104,4,Positive,2025-07-27
REV00806,ORD01115,CUST0207,5,Positive,2025-08-25
REV00807,ORD01116,CUST0197,1,Negative,2025-10-20
REV00808,ORD01117,CUST0278,3,Neutral,2025-06-27
REV00809,ORD01119,CUST0159,5,Positive,2025-03-28
REV00810,ORD01121,CUST0114,5,Positive,2025-10-06
REV00811,ORD01122,CUST0117,4,Positive,2025-07-23
REV00812,ORD01123,CUST0010,3,Neutral,2025-06-02
REV00813,ORD01124,CUST0235,5,Positive,2025-02-24
REV00814,ORD01125,CUST0273,3,Neutral,2025-07-27
REV00815,ORD01126,CUST0215,5,Positive,2025-05-10
REV00816,ORD01128,CUST0227,1,Negative,2025-08-03
REV00817,ORD01130,CUST0194,5,Positive,2025-10-18
REV00818,ORD01131,CUST0145,3,Neutral,2025-12-05
REV00819,ORD01133,CUST0052,2,Negative,2025-02-10
REV00820,ORD01135,CUST0042,5,Positive,2025-02-18
REV00821,ORD01137,CUST0175,4,Positive,2025-05-01
REV00822,ORD01138,CUST0067,5,Positive,2025-05-03
REV00823,ORD01140,CUST0096,5,Positive,2025-04-07
REV00824,ORD01142,CUST0268,1,Negative,2025-05-18
REV00825,ORD01144,CUST0149,5,Positive,2025-08-12
REV00826,ORD01146,CUST0071,4,Positive,2025-10-10
REV00827,ORD01147,CUST0237,4,Positive,2025-03-26
REV00828,ORD01148,CUST0236,3,Neutral,2025-05-01
REV00829,ORD01149,CUST0152,5,Positive,2025-02-23
REV00830,ORD01152,CUST0027,2,Negative,2025-08-09
REV00831,ORD01153,CUST0231,5,Positive,2025-08-17
REV00832,ORD01154,CUST0270,5,Positive,2025-05-28
REV00833,ORD01155,CUST0062,4,Positive,2025-09-14
REV00834,ORD01160,CUST0116,5,Positive,2025-03-27
REV00835,ORD01161,CUST0220,3,Neutral,2025-02-20
REV00836,ORD01162,CUST0192,1,Negative,2025-01-14
REV00837,ORD01163,CUST0053,3,Neutral,2025-10-30
REV00838,ORD01164,CUST0170,5,Positive,2025-07-04
REV00839,ORD01166,CUST0202,5,Positive,2025-06-24
REV00840,ORD01167,CUST0094,3,Neutral,2025-11-15
REV00841,ORD01168,CUST0066,2,Negative,2025-08-14
REV00842,ORD01169,CUST0014,5,Positive,2025-01-06
REV00843,ORD01170,CUST0265,3,Neutral,2025-08-25
REV00844,ORD01172,CUST0030,5,Positive,2025-04-14
REV00845,ORD01173,CUST0088,4,Positive,2025-07-04
REV00846,ORD01174,CUST0201,5,Positive,2025-04-04
REV00847,ORD01175,CUST0007,5,Positive,2025-03-04
REV00848,ORD01176,CUST0021,1,Negative,2025-03-19
REV00849,ORD01177,CUST0039,1,Negative,2025-02-13
REV00850,ORD01178,CUST0074,3,Neutral,2025-09-12
REV00851,ORD01179,CUST0182,5,Positive,2025-01-14
REV00852,ORD01180,CUST0211,4,Positive,2025-03-14
REV00853,ORD01182,CUST0220,3,Neutral,2025-02-24
REV00854,ORD01183,CUST0113,4,Positive,2025-08-18
REV00855,ORD01185,CUST0002,1,Negative,2025-11-04
REV00856,ORD01186,CUST0298,3,Neutral,2025-05-09
REV00857,ORD01187,CUST0027,3,Neutral,2025-08-10
REV00858,ORD01188,CUST0035,4,Positive,2025-07-27
REV00859,ORD01189,CUST0198,3,Neutral,2025-01-25
REV00860,ORD01191,CUST0232,3,Neutral,2025-10-06
REV00861,ORD01192,CUST0258,5,Positive,2025-09-19
REV00862,ORD01194,CUST0243,4,Positive,2025-04-17
REV00863,ORD01195,CUST0120,4,Positive,2025-09-04
REV00864,ORD01196,CUST0045,4,Positive,2025-12-19
REV00865,ORD01198,CUST0143,4,Positive,2025-12-22
REV00866,ORD01200,CUST0024,5,Positive,2025-03-04
REV00867,ORD01201,CUST0233,1,Negative,2025-03-29
REV00868,ORD01202,CUST0265,5,Positive,2025-10-01
REV00869,ORD01204,CUST0216,5,Positive,2025-04-12
REV00870,ORD01205,CUST0042,5,Positive,2025-04-11
REV00871,ORD01207,CUST0151,5,Positive,2025-05-18
REV00872,ORD01208,CUST0143,4,Positive,2025-12-24
REV00873,ORD01209,CUST0205,4,Positive,2025-08-10
REV00874,ORD01210,CUST0291,4,Positive,2025-09-10
REV00875,ORD01213,CUST0049,5,Positive,2025-07-03
REV00876,ORD01214,CUST0205,2,Negative,2025-03-25
REV00877,ORD01215,CUST0265,5,Positive,2025-10-28
REV00878,ORD01216,CUST0152,5,Positive,2025-01-11
REV00879,ORD01217,CUST0134,4,Positive,2025-10-25
REV00880,ORD01218,CUST0004,4,Positive,2025-06-21
REV00881,ORD01219,CUST0032,5,Positive,2025-05-07
REV00882,ORD01220,CUST0282,5,Positive,2025-11-11
REV00883,ORD01221,CUST0286,4,Positive,2025-07-06
REV00884,ORD01222,CUST0049,2,Negative,2025-06-16
REV00885,ORD01224,CUST0013,2,Negative,2025-12-29
REV00886,ORD01225,CUST0145,5,Positive,2026-01-08
REV00887,ORD01226,CUST0260,4,Positive,2025-02-08
REV00888,ORD01227,CUST0114,4,Positive,2025-02-17
REV00889,ORD01228,CUST0062,5,Positive,2025-03-02
REV00890,ORD01230,CUST0296,5,Positive,2025-05-26
REV00891,ORD01231,CUST0197,1,Negative,2025-02-25
REV00892,ORD01233,CUST0015,4,Positive,2025-03-18
REV00893,ORD01235,CUST0145,3,Neutral,2026-01-02
REV00894,ORD01236,CUST0170,5,Positive,2025-07-28
REV00895,ORD01237,CUST0216,5,Positive,2025-03-26
REV00896,ORD01238,CUST0259,4,Positive,2025-07-19
REV00897,ORD01239,CUST0067,5,Positive,2025-04-14
REV00898,ORD01242,CUST0125,3,Neutral,2025-12-28
REV00899,ORD01244,CUST0236,1,Negative,2025-07-21
REV00900,ORD01246,CUST0254,2,Negative,2025-12-18
REV00901,ORD01247,CUST0030,5,Positive,2025-08-22
REV00902,ORD01248,CUST0222,4,Positive,2025-11-28
REV00903,ORD01249,CUST0245,2,Negative,2025-01-18
REV00904,ORD01250,CUST0243,4,Positive,2025-12-31
REV00905,ORD01251,CUST0221,2,Negative,2025-03-31
REV00906,ORD01252,CUST0293,5,Positive,2025-12-22
REV00907,ORD01253,CUST0074,5,Positive,2025-08-09
REV00908,ORD01255,CUST0105,5,Positive,2025-09-08
REV00909,ORD01256,CUST0190,4,Positive,2025-07-30
REV00910,ORD01257,CUST0026,5,Positive,2025-10-18
REV00911,ORD01258,CUST0256,2,Negative,2025-12-25
REV00912,ORD01259,CUST0229,5,Positive,2025-07-03
REV00913,ORD01261,CUST0163,2,Negative,2025-09-01
REV00914,ORD01262,CUST0171,5,Positive,2025-02-11
REV00915,ORD01264,CUST0238,1,Negative,2025-04-27
REV00916,ORD01265,CUST0300,2,Negative,2025-12-06
REV00917,ORD01266,CUST0072,4,Positive,2025-07-06
REV00918,ORD01267,CUST0186,5,Positive,2025-11-15
REV00919,ORD01268,CUST0164,5,Positive,2025-12-08
REV00920,ORD01269,CUST0281,5,Positive,2025-07-25
REV00921,ORD01271,CUST0216,5,Positive,2025-04-09
REV00922,ORD01273,CUST0216,4,Positive,2025-09-26
REV00923,ORD01274,CUST0086,4,Positive,2025-08-01
REV00924,ORD01276,CUST0268,3,Neutral,2025-12-15
REV00925,ORD01278,CUST0116,4,Positive,2025-04-11
